Unnamed: 0,weather_condition,lighting_condition,trafficway_type,roadway_surface_cond,road_defect,crash_hour,crash_day_of_week,crash_month,crash_hour_sin,crash_hour_cos,crash_day_sin,crash_day_cos,crash_month_sin,crash_month_cos,crash_type,intersection_related_i
153025,1.0,1.0,1.0,1.0,1.0,8,1,12,1.8660254037844388,0.5000000000000002,1.78183148246803,1.6234898018587336,0.9999999999999998,2.0,1,1
25464,1.0,1.0,3.0,1.0,1.0,12,3,1,1.0000000000000002,0.0,1.4338837391175583,0.09903113209758097,1.5,1.8660254037844388,2,1
151345,3.0,1.0,2.0,4.0,1.0,12,2,3,1.0000000000000002,0.0,1.9749279121818235,0.7774790660436857,2.0,1.0,1,1
188521,1.0,1.0,3.0,1.0,1.0,7,4,9,1.9659258262890682,0.7411809548974794,0.5661162608824419,0.09903113209758085,0.0,0.9999999999999998,1,1
50060,1.0,1.0,2.0,1.0,1.0,16,5,10,0.13397459621556151,0.49999999999999956,0.02507208781817638,0.7774790660436854,0.1339745962155614,1.5,1,1
93903,1.0,3.0,1.0,1.0,1.0,20,4,11,0.1339745962155614,1.5,0.5661162608824419,0.09903113209758085,0.49999999999999956,1.8660254037844384,1,1
157969,3.0,3.0,3.0,3.0,1.0,19,7,1,0.03407417371093158,1.2588190451025203,0.9999999999999998,2.0,1.5,1.8660254037844388,1,1
146131,2.0,3.0,2.0,2.0,1.0,20,3,7,0.1339745962155614,1.5,1.4338837391175583,0.09903113209758097,0.5000000000000002,0.13397459621556118,2,1
193583,1.0,1.0,2.0,1.0,1.0,15,6,4,0.29289321881345287,0.2928932188134521,0.21816851753197009,1.6234898018587334,1.8660254037844388,0.5000000000000002,2,1
163389,1.0,1.0,2.0,1.0,1.0,10,7,11,1.5,0.1339745962155613,0.9999999999999998,2.0,0.49999999999999956,1.8660254037844384,1,1
53899,1.0,3.0,3.0,1.0,1.0,20,1,9,0.1339745962155614,1.5,1.78183148246803,1.6234898018587336,0.0,0.9999999999999998,2,1
41707,1.0,1.0,1.0,2.0,1.0,15,4,2,0.29289321881345287,0.2928932188134521,0.5661162608824419,0.09903113209758085,1.8660254037844386,1.5,1,1
189815,1.0,2.0,1.0,1.0,1.0,6,2,3,2.0,1.0,1.9749279121818235,0.7774790660436857,2.0,1.0,1,1
158073,1.0,1.0,1.0,1.0,1.0,15,6,8,0.29289321881345287,0.2928932188134521,0.21816851753197009,1.6234898018587334,0.13397459621556151,0.49999999999999956,1,1
161208,1.0,1.0,3.0,1.0,1.0,16,4,7,0.13397459621556151,0.49999999999999956,0.5661162608824419,0.09903113209758085,0.5000000000000002,0.13397459621556118,1,1
104821,1.0,1.0,3.0,1.0,1.0,5,4,5,1.9659258262890682,1.2588190451025207,0.5661162608824419,0.09903113209758085,1.5,0.1339745962155613,2,1
86425,1.0,1.0,1.0,1.0,1.0,15,1,3,0.29289321881345287,0.2928932188134521,1.78183148246803,1.6234898018587336,2.0,1.0,2,1
44973,1.0,3.0,3.0,1.0,1.0,19,1,12,0.03407417371093158,1.2588190451025203,1.78183148246803,1.6234898018587336,0.9999999999999998,2.0,2,1
13392,1.0,1.0,3.0,1.0,1.0,14,4,12,0.5000000000000002,0.13397459621556118,0.5661162608824419,0.09903113209758085,0.9999999999999998,2.0,1,1
81811,1.0,3.0,1.0,1.0,1.0,23,6,11,0.7411809548974784,1.9659258262890682,0.21816851753197009,1.6234898018587334,0.49999999999999956,1.8660254037844384,1,0
142358,1.0,4.0,1.0,1.0,1.0,20,6,7,0.1339745962155614,1.5,0.21816851753197009,1.6234898018587334,0.5000000000000002,0.13397459621556118,2,0
40272,2.0,3.0,1.0,2.0,1.0,19,3,4,0.03407417371093158,1.2588190451025203,1.4338837391175583,0.09903113209758097,1.8660254037844388,0.5000000000000002,1,1
90859,1.0,1.0,1.0,1.0,1.0,8,5,11,1.8660254037844388,0.5000000000000002,0.02507208781817638,0.7774790660436854,0.49999999999999956,1.8660254037844384,1,1
128486,1.0,1.0,2.0,1.0,1.0,10,3,11,1.5,0.1339745962155613,1.4338837391175583,0.09903113209758097,0.49999999999999956,1.8660254037844384,1,1
197589,1.0,1.0,1.0,1.0,1.0,15,6,8,0.29289321881345287,0.2928932188134521,0.21816851753197009,1.6234898018587334,0.13397459621556151,0.49999999999999956,1,1
180265,1.0,1.0,1.0,1.0,1.0,7,3,3,1.9659258262890682,0.7411809548974794,1.4338837391175583,0.09903113209758097,2.0,1.0,1,1
100911,3.0,3.0,2.0,2.0,1.0,16,2,1,0.13397459621556151,0.49999999999999956,1.9749279121818235,0.7774790660436857,1.5,1.8660254037844388,1,1
123303,1.0,1.0,1.0,1.0,1.0,12,1,9,1.0000000000000002,0.0,1.78183148246803,1.6234898018587336,0.0,0.9999999999999998,1,1
3294,1.0,1.0,1.0,2.0,1.0,8,2,1,1.8660254037844388,0.5000000000000002,1.9749279121818235,0.7774790660436857,1.5,1.8660254037844388,1,1
27018,1.0,3.0,1.0,1.0,1.0,18,3,1,0.0,0.9999999999999998,1.4338837391175583,0.09903113209758097,1.5,1.8660254037844388,1,1
103968,3.0,1.0,1.0,2.0,1.0,12,6,1,1.0000000000000002,0.0,0.21816851753197009,1.6234898018587334,1.5,1.8660254037844388,1,1
152756,1.0,3.0,3.0,1.0,1.0,21,4,12,0.2928932188134523,1.7071067811865475,0.5661162608824419,0.09903113209758085,0.9999999999999998,2.0,1,1
202007,1.0,2.0,1.0,1.0,1.0,19,3,10,0.03407417371093158,1.2588190451025203,1.4338837391175583,0.09903113209758097,0.1339745962155614,1.5,1,0
167049,1.0,2.0,1.0,1.0,1.0,18,7,12,0.0,0.9999999999999998,0.9999999999999998,2.0,0.9999999999999998,2.0,1,1
64382,2.0,1.0,1.0,2.0,1.0,17,6,4,0.03407417371093169,0.7411809548974794,0.21816851753197009,1.6234898018587334,1.8660254037844388,0.5000000000000002,1,1
103173,1.0,3.0,1.0,1.0,1.0,18,5,1,0.0,0.9999999999999998,0.02507208781817638,0.7774790660436854,1.5,1.8660254037844388,2,1
170309,1.0,1.0,3.0,1.0,1.0,11,6,12,1.258819045102521,0.0340741737109318,0.21816851753197009,1.6234898018587334,0.9999999999999998,2.0,2,1
161704,1.0,1.0,2.0,1.0,1.0,15,1,9,0.29289321881345287,0.2928932188134521,1.78183148246803,1.6234898018587336,0.0,0.9999999999999998,1,1
130247,1.0,2.0,3.0,1.0,1.0,5,7,5,1.9659258262890682,1.2588190451025207,0.9999999999999998,2.0,1.5,0.1339745962155613,2,1
97114,1.0,1.0,1.0,1.0,1.0,17,4,3,0.03407417371093169,0.7411809548974794,0.5661162608824419,0.09903113209758085,2.0,1.0,1,1
180113,1.0,1.0,3.0,1.0,1.0,16,6,10,0.13397459621556151,0.49999999999999956,0.21816851753197009,1.6234898018587334,0.1339745962155614,1.5,1,1
97675,1.0,2.0,1.0,1.0,1.0,6,6,6,2.0,1.0,0.21816851753197009,1.6234898018587334,1.0000000000000002,0.0,1,1
186522,1.0,1.0,2.0,1.0,1.0,10,6,2,1.5,0.1339745962155613,0.21816851753197009,1.6234898018587334,1.8660254037844386,1.5,1,1
196525,1.0,1.0,1.0,1.0,1.0,8,5,6,1.8660254037844388,0.5000000000000002,0.02507208781817638,0.7774790660436854,1.0000000000000002,0.0,1,1
110429,1.0,1.0,1.0,1.0,1.0,11,4,10,1.258819045102521,0.0340741737109318,0.5661162608824419,0.09903113209758085,0.1339745962155614,1.5,1,1
141086,1.0,1.0,1.0,1.0,1.0,9,2,5,1.7071067811865475,0.29289321881345254,1.9749279121818235,0.7774790660436857,1.5,0.1339745962155613,1,1
19664,1.0,1.0,1.0,1.0,1.0,11,4,3,1.258819045102521,0.0340741737109318,0.5661162608824419,0.09903113209758085,2.0,1.0,1,1
4905,1.0,3.0,1.0,2.0,1.0,22,6,8,0.49999999999999956,1.8660254037844384,0.21816851753197009,1.6234898018587334,0.13397459621556151,0.49999999999999956,2,1
54891,1.0,3.0,2.0,1.0,1.0,22,5,4,0.49999999999999956,1.8660254037844384,0.02507208781817638,0.7774790660436854,1.8660254037844388,0.5000000000000002,2,0
2817,1.0,4.0,4.0,2.0,1.0,18,4,1,0.0,0.9999999999999998,0.5661162608824419,0.09903113209758085,1.5,1.8660254037844388,1,1
120743,1.0,1.0,1.0,1.0,1.0,8,3,12,1.8660254037844388,0.5000000000000002,1.4338837391175583,0.09903113209758097,0.9999999999999998,2.0,1,0
75213,2.0,1.0,1.0,1.0,1.0,13,7,12,0.7411809548974793,0.03407417371093169,0.9999999999999998,2.0,0.9999999999999998,2.0,2,1
145061,1.0,3.0,1.0,1.0,1.0,22,2,4,0.49999999999999956,1.8660254037844384,1.9749279121818235,0.7774790660436857,1.8660254037844388,0.5000000000000002,2,1
49297,1.0,3.0,1.0,1.0,1.0,19,6,12,0.03407417371093158,1.2588190451025203,0.21816851753197009,1.6234898018587334,0.9999999999999998,2.0,1,1
117181,1.0,3.0,3.0,1.0,1.0,20,7,9,0.1339745962155614,1.5,0.9999999999999998,2.0,0.0,0.9999999999999998,1,1
140142,1.0,2.0,1.0,1.0,1.0,6,5,10,2.0,1.0,0.02507208781817638,0.7774790660436854,0.1339745962155614,1.5,1,1
71996,1.0,1.0,1.0,1.0,1.0,13,6,11,0.7411809548974793,0.03407417371093169,0.21816851753197009,1.6234898018587334,0.49999999999999956,1.8660254037844384,1,1
36891,2.0,2.0,1.0,2.0,1.0,17,4,2,0.03407417371093169,0.7411809548974794,0.5661162608824419,0.09903113209758085,1.8660254037844386,1.5,1,1
206266,1.0,1.0,1.0,1.0,1.0,14,7,12,0.5000000000000002,0.13397459621556118,0.9999999999999998,2.0,0.9999999999999998,2.0,1,1
88120,1.0,1.0,1.0,1.0,1.0,14,3,6,0.5000000000000002,0.13397459621556118,1.4338837391175583,0.09903113209758097,1.0000000000000002,0.0,2,1
163283,1.0,1.0,1.0,1.0,1.0,14,1,5,0.5000000000000002,0.13397459621556118,1.78183148246803,1.6234898018587336,1.5,0.1339745962155613,1,1
62549,1.0,1.0,1.0,1.0,1.0,12,1,9,1.0000000000000002,0.0,1.78183148246803,1.6234898018587336,0.0,0.9999999999999998,1,1
5812,1.0,1.0,3.0,1.0,1.0,12,4,1,1.0000000000000002,0.0,0.5661162608824419,0.09903113209758085,1.5,1.8660254037844388,1,1
79846,1.0,2.0,1.0,1.0,1.0,17,6,10,0.03407417371093169,0.7411809548974794,0.21816851753197009,1.6234898018587334,0.1339745962155614,1.5,2,1
80846,1.0,1.0,1.0,1.0,1.0,17,6,8,0.03407417371093169,0.7411809548974794,0.21816851753197009,1.6234898018587334,0.13397459621556151,0.49999999999999956,2,1
54815,1.0,1.0,1.0,1.0,1.0,14,1,3,0.5000000000000002,0.13397459621556118,1.78183148246803,1.6234898018587336,2.0,1.0,1,1
118011,1.0,2.0,2.0,1.0,1.0,6,3,1,2.0,1.0,1.4338837391175583,0.09903113209758097,1.5,1.8660254037844388,1,0
209048,1.0,1.0,3.0,1.0,1.0,8,7,10,1.8660254037844388,0.5000000000000002,0.9999999999999998,2.0,0.1339745962155614,1.5,1,0
141723,1.0,1.0,1.0,1.0,1.0,17,6,10,0.03407417371093169,0.7411809548974794,0.21816851753197009,1.6234898018587334,0.1339745962155614,1.5,1,1
103614,1.0,1.0,3.0,1.0,1.0,11,1,6,1.258819045102521,0.0340741737109318,1.78183148246803,1.6234898018587336,1.0000000000000002,0.0,1,1
159883,1.0,1.0,3.0,1.0,1.0,12,6,4,1.0000000000000002,0.0,0.21816851753197009,1.6234898018587334,1.8660254037844388,0.5000000000000002,1,1
63810,1.0,1.0,2.0,1.0,1.0,13,6,7,0.7411809548974793,0.03407417371093169,0.21816851753197009,1.6234898018587334,0.5000000000000002,0.13397459621556118,1,1
16856,1.0,1.0,2.0,1.0,1.0,13,2,3,0.7411809548974793,0.03407417371093169,1.9749279121818235,0.7774790660436857,2.0,1.0,2,1
133734,1.0,1.0,3.0,1.0,1.0,12,2,10,1.0000000000000002,0.0,1.9749279121818235,0.7774790660436857,0.1339745962155614,1.5,1,1
