Airline,Cancelled,CRSDepTime,CRSElapsedTime,Distance,Quarter,Month,DayofMonth,DayOfWeek,OriginAirportID,OriginStateName,OriginWac,DestAirportID,DestStateName,DestWac,CRSArrTime,DistanceGroup
7,False,2245,72.0,226.0,3,7,7,4,10397,8,34,11057,31,36,2357,1
3,False,1335,168.0,977.0,2,5,5,4,10423,42,74,13930,11,41,1623,4
18,False,850,180.0,1014.0,1,3,15,2,10693,41,54,11292,5,82,1050,5
18,False,1450,160.0,882.0,1,2,26,6,13204,7,33,15016,23,64,1630,4
1,False,1857,360.0,2378.0,2,5,17,2,14100,36,23,14747,48,93,2157,10
18,False,1245,110.0,630.0,2,4,27,3,11259,42,74,15624,7,33,1435,3
18,False,830,135.0,853.0,1,2,26,6,14679,4,91,11292,5,82,1145,4
1,False,1922,305.0,2086.0,2,6,18,6,13495,16,72,14747,48,93,2227,9
2,False,620,68.0,259.0,2,4,25,1,12889,26,85,11638,4,91,728,2
18,False,1035,170.0,1196.0,3,7,21,4,13891,4,91,10423,42,74,1525,5
1,False,745,130.0,696.0,2,5,19,4,14747,48,93,14831,4,91,955,3
5,False,1211,106.0,490.0,3,7,11,1,13360,7,33,11057,31,36,1357,2
3,False,1952,184.0,1231.0,3,7,30,6,11298,42,74,10800,4,91,2056,5
14,False,616,154.0,937.0,3,7,19,2,13204,7,33,11618,28,21,850,4
14,False,1144,110.0,509.0,2,6,11,6,11433,20,43,12478,30,22,1334,3
7,False,700,155.0,932.0,1,3,26,6,11193,15,52,11697,7,33,935,4
14,False,1500,204.0,1113.0,3,7,25,1,12478,30,22,13198,23,64,1724,5
3,False,1544,159.0,951.0,2,6,19,7,14100,36,23,14027,7,33,1823,4
20,False,1600,122.0,628.0,2,5,3,2,11618,28,21,10994,39,37,1802,3
7,False,735,220.0,1197.0,1,1,17,1,10721,19,13,14027,7,33,1115,5
3,False,700,199.0,1258.0,2,5,16,1,13303,7,33,10721,19,13,1019,6
10,False,1259,214.0,1371.0,3,7,20,3,15016,23,64,12889,26,85,1433,6
17,False,1550,78.0,296.0,3,7,13,3,11433,20,43,14576,30,22,1708,2
2,False,1636,107.0,601.0,2,6,15,3,15919,3,71,15624,7,33,1823,3
18,False,545,125.0,723.0,3,7,2,6,11884,48,93,13796,4,91,750,3
3,False,951,129.0,644.0,1,3,17,4,10529,6,11,11057,31,36,1200,3
18,False,1730,200.0,1381.0,2,5,19,4,11259,42,74,12953,30,22,2150,6
18,False,800,125.0,761.0,3,7,25,1,10397,8,34,13851,34,73,905,4
19,False,620,185.0,1085.0,1,3,22,2,11618,28,21,13303,7,33,925,5
18,False,1115,135.0,861.0,3,7,8,5,13232,11,41,10721,19,13,1430,4
13,False,1740,64.0,228.0,1,2,14,1,14747,48,93,14489,35,92,1844,1
17,False,1050,85.0,337.0,2,5,30,1,12892,4,91,14771,4,91,1215,2
3,False,1740,120.0,719.0,1,3,14,1,13930,11,41,11618,28,21,2040,3
18,False,2055,75.0,258.0,2,5,5,4,14679,4,91,12889,26,85,2210,2
4,False,1805,110.0,476.0,3,7,6,3,11057,31,36,11577,36,23,1955,2
5,False,820,136.0,653.0,1,2,23,3,11278,47,38,10599,0,51,936,3
14,False,1958,351.0,2343.0,1,2,1,2,11697,7,33,12892,4,91,2249,10
18,False,1015,60.0,197.0,2,4,24,7,13891,4,91,12889,26,85,1115,1
5,False,2000,94.0,391.0,1,2,12,6,11278,47,38,11267,33,44,2134,2
7,False,1600,178.0,1199.0,2,5,7,6,11292,5,82,10397,8,34,2058,5
18,False,1810,170.0,1020.0,2,4,25,1,12191,42,74,14107,2,81,1900,5
17,False,800,124.0,677.0,3,7,11,1,12892,4,91,10140,29,86,1104,3
7,False,1545,97.0,334.0,3,7,26,2,13930,11,41,13487,21,63,1722,2
1,False,800,377.0,2688.0,3,7,10,7,14747,48,93,12758,9,2,1117,11
12,False,1715,40.0,100.0,2,5,26,4,13830,9,2,12173,9,2,1755,1
3,False,600,231.0,1440.0,1,2,20,7,13930,11,41,14107,2,81,851,6
2,False,1624,165.0,1248.0,1,3,7,1,11292,5,82,10431,31,36,2109,5
14,True,1816,194.0,1173.0,1,1,3,1,10529,6,11,11697,7,33,2130,5
18,False,2155,120.0,657.0,2,6,7,2,10693,41,54,12266,42,74,2355,3
17,False,1440,115.0,590.0,1,1,17,1,12892,4,91,14869,45,87,1735,3
10,False,1256,145.0,763.0,3,7,20,3,12889,26,85,14057,35,92,1521,4
9,False,1453,109.0,501.0,1,2,18,5,13290,14,62,13930,11,41,1642,3
20,False,940,203.0,1346.0,2,6,13,1,12266,42,74,14908,4,91,1103,6
7,False,1825,155.0,760.0,3,7,12,2,10397,8,34,12478,30,22,2100,4
3,False,900,173.0,867.0,2,6,14,2,10721,19,13,13930,11,41,1053,4
16,False,1720,85.0,213.0,1,2,28,1,12478,30,22,11278,47,38,1845,1
4,False,1700,100.0,515.0,1,2,4,5,11996,39,37,14100,36,23,1840,3
3,False,1620,166.0,1089.0,1,2,19,6,13303,7,33,12478,30,22,1906,5
9,False,745,161.0,922.0,3,7,23,6,10868,39,37,11298,42,74,926,4
20,False,1800,139.0,733.0,2,5,1,7,13930,11,41,12953,30,22,2119,3
3,False,824,239.0,1587.0,2,6,22,3,10397,8,34,14107,2,81,923,7
17,False,1700,113.0,610.0,1,1,4,2,13244,41,54,11433,20,43,1953,3
8,False,2030,121.0,544.0,2,4,5,2,12953,30,22,11057,31,36,2231,3
15,False,730,137.0,693.0,1,2,25,5,13851,34,73,13930,11,41,947,3
18,False,1630,90.0,496.0,3,7,3,7,14683,42,74,11540,42,74,1700,2
1,False,600,175.0,954.0,1,2,24,4,12892,4,91,14747,48,93,855,4
18,False,1945,145.0,787.0,1,3,19,6,10821,18,35,13204,7,33,2210,4
4,False,1430,131.0,764.0,3,7,5,2,13485,50,45,14100,36,23,1741,4
5,False,1305,81.0,257.0,1,3,26,6,11057,31,36,14524,47,38,1426,2
10,False,1504,317.0,2139.0,2,5,6,5,10397,8,34,14771,4,91,1721,9
5,False,1622,72.0,221.0,3,7,11,1,11057,31,36,11146,49,39,1734,1
18,False,1700,110.0,409.0,2,6,19,7,10693,41,54,13930,11,41,1850,2
7,False,1846,132.0,782.0,1,2,22,2,12278,14,62,10397,8,34,2158,4
18,False,1415,75.0,304.0,1,1,17,1,14679,4,91,14107,2,81,1630,2
17,False,1104,125.0,489.0,2,4,8,5,13121,49,39,13930,11,41,1209,2
10,False,600,106.0,533.0,1,1,30,7,11292,5,82,13198,23,64,846,3
1,False,1602,143.0,867.0,1,1,26,3,14747,48,93,12889,26,85,1825,4
20,False,1300,155.0,733.0,2,6,4,6,12953,30,22,13930,11,41,1435,3
20,False,1924,47.0,73.0,3,7,21,4,11292,5,82,11109,5,82,2011,1
8,False,2255,49.0,98.0,2,6,29,3,11433,20,43,13184,20,43,2344,1
16,False,2031,89.0,200.0,2,6,13,1,11618,28,21,10721,19,13,2200,1
14,False,600,190.0,1121.0,2,5,28,6,10721,19,13,13204,7,33,910,5
14,False,705,172.0,1076.0,2,6,16,4,11697,7,33,12953,30,22,957,5
16,False,1155,137.0,708.0,3,7,8,5,14685,8,34,11618,28,21,1412,3
8,False,930,145.0,718.0,1,3,16,3,12478,30,22,14685,8,34,1155,3
17,True,1517,83.0,230.0,3,7,23,6,11122,51,88,11292,5,82,1640,1
4,False,1304,56.0,75.0,2,4,18,1,11057,31,36,11996,39,37,1400,1
17,False,1339,103.0,483.0,3,7,26,2,11292,5,82,11775,40,67,1622,2
16,False,1200,103.0,399.0,2,4,26,2,11278,47,38,10721,19,13,1343,2
7,False,1825,270.0,1562.0,2,5,26,4,10721,19,13,11298,42,74,2155,7
2,False,1115,161.0,1160.0,3,7,27,3,11423,13,61,14986,7,33,1456,5
18,False,820,130.0,842.0,2,5,30,1,13232,11,41,14307,38,15,1130,4
3,True,10,172.0,1235.0,1,2,7,1,12892,4,91,11298,42,74,502,5
10,False,1755,133.0,757.0,1,1,19,3,13204,7,33,11193,15,52,2008,4
20,False,1040,232.0,1606.0,1,3,26,6,12264,47,38,15024,44,4,1432,7
14,False,2220,98.0,470.0,2,6,1,3,11697,7,33,10994,39,37,2358,2
7,False,2055,88.0,432.0,1,1,17,1,10397,8,34,12339,12,42,2223,2
18,False,1845,75.0,289.0,1,2,6,7,12889,26,85,14689,4,91,2000,2
7,False,1132,200.0,1258.0,2,5,7,6,13303,7,33,10721,19,13,1452,6
5,False,621,98.0,318.0,1,3,11,5,10257,30,22,11278,47,38,759,2
3,False,700,122.0,651.0,2,6,28,2,13495,16,72,11057,31,36,1002,3
18,False,610,320.0,2106.0,1,3,24,4,10821,18,35,12889,26,85,830,9
7,False,2310,121.0,606.0,2,4,1,5,10397,8,34,13930,11,41,11,3
20,False,1043,171.0,925.0,2,5,25,3,13930,11,41,12266,42,74,1334,4
3,True,2049,149.0,985.0,1,2,3,4,11298,42,74,13204,7,33,18,4
3,False,1022,114.0,599.0,2,6,26,7,13930,11,41,11057,31,36,1316,3
7,False,840,187.0,1199.0,2,5,20,5,10397,8,34,11292,5,82,947,5
3,False,1036,211.0,1205.0,1,3,21,1,11298,42,74,14908,4,91,1207,5
18,False,1825,140.0,883.0,1,2,14,1,14027,7,33,10821,18,35,2045,4
3,False,2215,296.0,2296.0,2,4,16,6,14771,4,91,11057,31,36,611,10
17,False,1910,65.0,221.0,1,3,28,1,10918,45,87,14869,45,87,2015,1
17,False,811,124.0,651.0,1,2,9,3,14771,4,91,14107,2,81,1115,3
15,False,1245,116.0,672.0,2,4,5,2,11298,42,74,14108,11,41,1441,3
7,False,800,111.0,481.0,2,4,3,7,14524,47,38,10397,8,34,951,2
20,False,600,119.0,628.0,3,7,28,4,12889,26,85,11292,5,82,859,3
16,False,1616,89.0,335.0,3,7,25,1,14122,36,23,12953,30,22,1745,2
1,False,1755,166.0,978.0,2,6,23,4,14747,48,93,14908,4,91,2041,4
18,False,2035,55.0,73.0,3,7,14,4,11109,5,82,11292,5,82,2130,1
18,False,1700,70.0,273.0,2,4,3,7,10821,18,35,15096,30,22,1810,2
8,False,1542,93.0,378.0,2,5,14,6,10577,30,22,11433,20,43,1715,2
20,False,1759,85.0,200.0,2,4,28,4,11618,28,21,10721,19,13,1924,1
20,False,1640,209.0,1201.0,1,1,13,4,11042,33,44,11292,5,82,1809,5
7,False,2245,72.0,270.0,2,6,5,7,10397,8,34,12451,7,33,2357,2
18,False,1320,125.0,776.0,2,6,12,7,14262,4,91,11292,5,82,1625,4
17,False,1335,208.0,1504.0,2,4,1,5,14771,4,91,10423,42,74,1903,7
19,False,2112,85.0,466.0,2,4,25,1,13577,39,37,10158,28,21,2237,2
18,False,1850,170.0,888.0,1,1,24,1,13930,11,41,11292,5,82,2040,4
4,False,1837,113.0,526.0,1,3,12,6,13422,0,51,11057,31,36,2130,3
3,False,1635,155.0,733.0,2,4,16,6,14730,15,52,11298,42,74,1810,3
17,False,1135,70.0,196.0,3,7,7,4,11003,13,61,13930,11,41,1245,1
19,False,2335,247.0,1947.0,1,1,16,7,12892,4,91,10397,8,34,642,8
8,False,1145,114.0,610.0,1,1,18,2,11996,39,37,12953,30,22,1339,3
3,False,1116,134.0,740.0,2,5,9,1,13930,11,41,12478,30,22,1430,3
5,False,1103,130.0,742.0,1,3,26,6,12451,7,33,14100,36,23,1313,3
14,False,1235,95.0,280.0,1,3,17,4,10721,19,13,14100,36,23,1410,2
18,False,950,105.0,580.0,1,3,14,1,10140,29,86,11259,42,74,1235,3
7,False,1946,93.0,404.0,2,5,3,2,13204,7,33,10397,8,34,2119,2
3,False,1349,140.0,926.0,1,1,15,6,11298,42,74,11066,33,44,1709,4
20,False,1418,63.0,191.0,1,2,10,4,14683,42,74,12266,42,74,1521,1
18,False,1550,145.0,972.0,2,5,18,3,14683,42,74,15304,7,33,1915,4
9,False,1319,74.0,268.0,3,7,24,7,13930,11,41,14633,21,63,1433,2
17,False,700,124.0,692.0,3,7,28,4,10135,36,23,10397,8,34,904,3
17,False,1534,143.0,845.0,3,7,15,5,10157,4,91,14107,2,81,1757,4
7,False,2355,267.0,1979.0,3,7,10,7,12892,4,91,11433,20,43,722,8
18,False,615,75.0,392.0,2,4,20,3,12278,14,62,15016,23,64,730,2
15,False,1905,168.0,1051.0,2,6,5,7,11298,42,74,11641,31,36,2253,5
7,False,1107,114.0,630.0,2,6,30,4,14869,45,87,14057,35,92,1201,3
20,False,636,122.0,679.0,3,7,19,2,13486,24,84,11292,5,82,838,3
18,False,1340,165.0,880.0,1,3,4,5,10821,18,35,14986,7,33,1625,4
12,False,1235,41.0,100.0,1,1,29,6,12173,9,2,13830,9,2,1316,1
20,False,915,402.0,2846.0,2,6,15,3,13930,11,41,10299,1,1,1257,11
18,False,1330,155.0,954.0,1,1,1,6,10666,48,93,12889,26,85,1605,4
9,False,1410,168.0,1020.0,2,6,21,2,13303,7,33,12339,12,42,1658,5
17,False,735,79.0,212.0,2,6,28,2,11921,5,82,11292,5,82,854,1
7,False,1520,149.0,867.0,2,5,14,6,14747,48,93,12889,26,85,1749,4
20,False,1737,130.0,775.0,3,7,12,2,11292,5,82,10423,42,74,2047,4
13,False,1151,68.0,228.0,2,6,12,7,14747,48,93,14489,35,92,1259,1
18,False,810,70.0,223.0,2,6,26,7,12889,26,85,10800,4,91,920,1
3,True,800,73.0,214.0,3,7,22,5,11278,47,38,12953,30,22,913,1
17,False,2232,58.0,160.0,3,7,10,7,10558,25,65,12899,25,65,30,1
5,False,1805,160.0,1038.0,1,2,21,1,13198,23,64,14100,36,23,2145,5
4,False,1442,68.0,140.0,2,5,16,1,11057,31,36,10208,8,34,1550,1
7,False,1530,200.0,1211.0,1,2,28,1,14683,42,74,12892,4,91,1650,5
18,False,2140,60.0,197.0,1,3,20,7,12889,26,85,13891,4,91,2240,1
4,False,2034,76.0,175.0,2,4,8,5,11057,31,36,13139,47,38,2150,1
18,False,1650,95.0,448.0,1,1,2,7,13487,21,63,15016,23,64,1825,2
19,True,1830,141.0,861.0,2,5,27,5,10874,33,44,13204,7,33,2051,4
7,False,2120,250.0,1589.0,2,5,18,3,13487,21,63,14771,4,91,2330,7
16,False,1507,185.0,931.0,2,4,24,7,11278,47,38,13487,21,63,1712,4
7,False,715,95.0,406.0,3,7,20,3,15304,7,33,10397,8,34,850,2
5,False,1636,133.0,742.0,1,2,8,2,11003,13,61,11057,31,36,1949,3
9,False,1505,110.0,654.0,2,5,24,2,13930,11,41,10135,36,23,1755,3
3,False,2038,297.0,1916.0,1,3,12,6,11057,31,36,12889,26,85,2235,8
11,False,1100,81.0,199.0,1,2,16,3,11278,47,38,11618,28,21,1221,1
9,False,1026,89.0,293.0,1,3,26,6,13377,16,72,11298,42,74,1155,2
17,False,1600,119.0,577.0,2,4,7,4,10157,4,91,12892,4,91,1759,3
7,False,2240,146.0,731.0,1,1,10,1,10397,8,34,11298,42,74,6,3
10,False,610,72.0,258.0,1,3,29,2,12889,26,85,14679,4,91,722,2
17,False,835,83.0,262.0,2,4,19,2,14771,4,91,14689,4,91,958,2
1,False,1733,58.0,183.0,1,1,4,2,12819,1,1,14828,1,1,1831,1
18,False,1225,100.0,487.0,1,2,16,3,11042,33,44,15016,23,64,1305,2
7,False,2031,75.0,270.0,1,3,21,1,12451,7,33,10397,8,34,2146,2
20,False,1833,238.0,1379.0,1,3,5,6,12266,42,74,12892,4,91,2031,6
19,False,1710,118.0,689.0,2,4,3,7,12266,42,74,10397,8,34,2008,3
1,False,900,358.0,2454.0,3,7,11,1,11618,28,21,12892,4,91,1158,10
18,False,1520,80.0,293.0,2,5,13,5,11259,42,74,12896,42,74,1640,2
8,False,1750,93.0,198.0,1,3,3,4,15096,30,22,12953,30,22,1923,1
17,False,1156,57.0,98.0,1,1,12,3,13184,20,43,11433,20,43,1253,1
18,False,700,140.0,821.0,1,1,11,2,13871,25,65,10397,8,34,1020,4
20,False,1834,175.0,1068.0,2,5,10,2,14635,7,33,11618,28,21,2129,5
18,True,1645,195.0,1506.0,1,3,17,4,11292,5,82,15304,7,33,2200,7
16,False,605,159.0,963.0,1,1,24,1,13244,41,54,12953,30,22,944,4
9,False,1018,94.0,409.0,3,7,17,7,13930,11,41,10693,41,54,1152,2
4,False,1250,81.0,241.0,1,1,19,3,11057,31,36,10980,41,54,1411,1
8,False,1645,85.0,264.0,2,6,6,1,14576,30,22,12478,30,22,1810,2
1,False,1630,127.0,679.0,2,4,20,3,14771,4,91,14747,48,93,1837,3
20,False,1133,174.0,967.0,1,1,24,1,11292,5,82,14771,4,91,1327,4
17,False,2035,102.0,495.0,2,5,21,6,11292,5,82,13851,34,73,2317,2
3,False,1201,215.0,1464.0,1,2,16,3,14771,4,91,11298,42,74,1736,6
3,False,1112,234.0,1773.0,1,1,28,5,14107,2,81,11057,31,36,1706,8
3,False,2210,283.0,2244.0,2,6,29,3,14893,4,91,11057,31,36,553,9
18,False,1825,85.0,446.0,3,7,3,7,14679,4,91,13796,4,91,1950,2
7,False,2359,278.0,2153.0,1,1,25,2,14107,2,81,12478,30,22,637,9
9,False,900,113.0,624.0,2,4,25,1,11298,42,74,11423,13,61,1053,3
18,False,1055,40.0,102.0,2,4,22,5,12982,9,2,12173,9,2,1135,1
18,False,1140,145.0,1037.0,2,5,24,2,14107,2,81,13871,25,65,1605,5
20,False,1855,389.0,2500.0,1,1,10,1,11618,28,21,14893,4,91,2224,11
10,False,715,161.0,967.0,2,5,9,1,11292,5,82,14771,4,91,856,4
10,False,2039,112.0,602.0,1,2,12,6,14107,2,81,11292,5,82,2231,3
18,False,2210,105.0,628.0,2,4,20,3,12889,26,85,11292,5,82,55,3
9,False,706,90.0,179.0,1,2,18,5,12884,20,43,13930,11,41,736,1
2,False,2042,122.0,734.0,2,6,13,1,12992,3,71,14112,7,33,2344,3
17,False,705,135.0,726.0,2,6,10,5,14122,36,23,13487,21,63,820,3
7,False,1415,170.0,1262.0,1,3,26,6,14869,45,87,13244,41,54,1805,6
18,False,1440,60.0,216.0,1,1,22,6,12402,9,2,12173,9,2,1540,1
18,False,1645,90.0,496.0,1,1,20,4,11540,42,74,14683,42,74,1915,2
18,False,1755,80.0,327.0,2,4,28,4,14307,38,15,10821,18,35,1915,2
7,False,1554,76.0,270.0,1,3,17,4,12451,7,33,10397,8,34,1710,2
20,False,645,124.0,642.0,2,5,8,7,14730,15,52,11618,28,21,849,3
13,False,1200,66.0,224.0,1,1,18,2,14747,48,93,11884,48,93,1306,1
14,False,1555,251.0,1931.0,1,3,9,3,14869,45,87,13204,7,33,2206,8
18,False,1855,140.0,802.0,3,7,23,6,13204,7,33,11066,33,44,2115,4
18,False,1815,150.0,842.0,3,7,26,2,10821,18,35,15304,7,33,2045,4
19,False,1830,150.0,895.0,2,6,27,1,11042,33,44,13204,7,33,2100,4
19,False,600,185.0,1010.0,1,1,26,3,12953,30,22,15304,7,33,905,5
20,False,728,78.0,141.0,1,3,13,7,12094,5,82,11292,5,82,846,1
18,False,1210,155.0,903.0,2,5,10,2,14986,7,33,15016,23,64,1345,4
3,False,1800,179.0,1096.0,2,4,19,2,13303,7,33,12953,30,22,2059,5
7,False,1535,90.0,484.0,2,5,22,7,15016,23,64,10397,8,34,1805,2
15,True,605,134.0,733.0,2,6,25,6,14730,15,52,11298,42,74,719,3
17,False,1925,89.0,421.0,1,3,15,2,14771,4,91,14262,4,91,2054,2
17,False,1936,56.0,129.0,3,7,23,6,14747,48,93,14057,35,92,2032,1
17,False,1021,126.0,606.0,3,7,22,5,13930,11,41,10397,8,34,1327,3
13,False,1815,100.0,444.0,2,5,20,5,14570,26,85,14057,35,92,1955,2
3,False,1730,146.0,926.0,3,7,24,7,11298,42,74,11066,33,44,2056,4
16,False,1015,170.0,818.0,1,2,23,3,10721,19,13,12339,12,42,1305,4
18,False,2055,140.0,872.0,3,7,21,4,10423,42,74,14107,2,81,2115,4
18,False,2120,135.0,829.0,3,7,11,1,15304,7,33,11066,33,44,2335,4
20,False,835,350.0,2454.0,2,6,17,5,11618,28,21,12892,4,91,1125,10
3,True,815,92.0,328.0,2,6,2,4,12451,7,33,11057,31,36,947,2
18,False,1930,90.0,439.0,1,2,12,6,14893,4,91,14262,4,91,2100,2
20,False,1117,181.0,1065.0,2,4,23,6,11618,28,21,11697,7,33,1418,5
17,False,1140,98.0,373.0,1,3,28,1,14893,4,91,12892,4,91,1318,2
3,False,1315,125.0,650.0,2,6,5,7,13303,7,33,11057,31,36,1520,3
8,False,1500,114.0,416.0,3,7,21,4,11618,28,21,14492,31,36,1654,2
9,False,2144,119.0,489.0,2,6,12,7,13303,7,33,10994,39,37,2343,2
18,False,1935,85.0,332.0,1,2,15,2,10397,8,34,13244,41,54,2000,2
10,False,1231,71.0,251.0,2,5,22,7,11292,5,82,11413,5,82,1342,2
7,False,1250,109.0,554.0,2,4,4,1,11042,33,44,10397,8,34,1439,3
1,False,1030,150.0,867.0,1,3,5,6,14747,48,93,12889,26,85,1300,4
18,False,1035,200.0,1226.0,2,5,3,2,10423,42,74,12954,4,91,1155,5
18,False,1735,70.0,325.0,2,4,28,4,13796,4,91,10800,4,91,1845,2
3,False,659,322.0,2133.0,2,4,16,6,11618,28,21,14107,2,81,921,9
6,False,1720,130.0,515.0,2,6,28,2,12264,47,38,14685,8,34,1930,3
8,True,1937,112.0,419.0,2,6,2,4,11042,33,44,12953,30,22,2129,2
15,False,745,239.0,1325.0,1,1,28,5,14100,36,23,12266,42,74,1044,6
15,False,1400,145.0,891.0,1,3,26,6,14635,7,33,12264,47,38,1625,4
18,False,2120,165.0,1005.0,1,3,17,4,11697,7,33,12339,12,42,5,5
7,False,1505,175.0,946.0,2,6,13,1,10721,19,13,10397,8,34,1800,4
5,False,1128,126.0,644.0,2,4,10,7,10529,6,11,11057,31,36,1334,3
3,False,920,62.0,130.0,3,7,17,7,11057,31,36,14492,31,36,1022,1
6,False,1155,104.0,468.0,2,6,24,5,12266,42,74,13244,41,54,1339,2
3,True,1450,186.0,1145.0,1,3,11,5,13303,7,33,11433,20,43,1756,5
4,False,1442,68.0,140.0,2,5,15,7,11057,31,36,10208,8,34,1550,1
3,False,928,136.0,813.0,2,6,12,7,15376,2,81,11298,42,74,1344,4
0,False,715,92.0,240.0,1,1,25,2,11267,33,44,13930,11,41,747,1
18,False,540,230.0,1590.0,2,6,26,7,12339,12,42,12889,26,85,630,7
18,False,1755,390.0,2860.0,2,4,27,3,14107,2,81,12758,9,2,2125,11
16,False,1052,129.0,717.0,1,3,25,5,13930,11,41,13931,47,38,1401,3
10,False,530,111.0,468.0,2,6,21,2,11057,31,36,13204,7,33,721,2
12,False,915,42.0,100.0,1,3,14,1,12173,9,2,13830,9,2,957,1
20,False,1737,130.0,588.0,2,4,14,4,12264,47,38,13930,11,41,1847,3
11,False,800,84.0,384.0,1,2,17,4,11996,39,37,12264,47,38,924,2
17,False,2020,153.0,854.0,2,4,17,7,14107,2,81,13264,35,92,2253,4
18,False,1830,120.0,666.0,3,7,1,5,13198,23,64,12191,42,74,2030,3
19,False,1056,77.0,258.0,1,3,17,4,14679,4,91,12889,26,85,1213,2
0,False,1405,69.0,224.0,2,5,28,6,13930,11,41,15380,20,43,1614,1
3,False,731,85.0,366.0,3,7,16,6,11057,31,36,14122,36,23,856,2
20,False,1916,144.0,862.0,1,1,6,4,11292,5,82,12266,42,74,2240,4
13,False,804,58.0,172.0,2,4,29,5,14747,48,93,14252,48,93,902,1
10,False,1718,157.0,920.0,2,5,9,1,15304,7,33,14100,36,23,1955,4
3,False,945,377.0,2846.0,2,6,18,6,10299,1,1,13930,11,41,1902,11
17,False,828,112.0,509.0,1,2,16,3,14107,2,81,14698,4,91,920,3
7,False,1520,102.0,334.0,3,7,26,2,13487,21,63,13930,11,41,1702,2
20,False,1429,110.0,649.0,3,7,11,1,10713,10,83,11292,5,82,1619,3
18,False,1030,70.0,239.0,3,7,29,5,11259,42,74,12191,42,74,1140,1
18,False,1625,105.0,604.0,1,2,15,2,13495,16,72,15016,23,64,1810,3
10,False,1107,175.0,1028.0,2,6,2,4,15356,28,21,14635,7,33,1402,5
18,False,725,150.0,764.0,1,3,15,2,12953,30,22,10693,41,54,855,4
18,False,1355,135.0,861.0,2,5,22,7,13232,11,41,10721,19,13,1710,4
1,False,1400,163.0,954.0,2,5,2,1,14747,48,93,12892,4,91,1643,4
18,False,1415,200.0,1241.0,1,3,8,2,10423,42,74,10800,4,91,1535,5
8,False,1955,156.0,665.0,1,2,18,5,12478,30,22,12339,12,42,2231,3
17,False,910,137.0,908.0,1,3,27,7,13487,21,63,12264,47,38,1227,4
8,False,1959,116.0,599.0,2,5,1,7,10431,31,36,12953,30,22,2155,3
3,False,912,222.0,1562.0,3,7,5,2,11298,42,74,10721,19,13,1354,7
1,False,1110,348.0,2701.0,2,4,21,4,12982,9,2,14747,48,93,1958,11
1,False,1120,160.0,937.0,3,7,12,2,14747,48,93,10800,4,91,1400,4
17,False,1418,91.0,440.0,2,4,2,6,15016,23,64,11433,20,43,1649,2
17,False,2241,104.0,525.0,2,5,24,2,14869,45,87,14489,35,92,2325,3
8,False,713,157.0,1031.0,1,3,24,4,11423,13,61,12953,30,22,1050,5
11,False,1530,107.0,515.0,2,6,18,6,11618,28,21,14231,17,12,1717,3
7,False,730,182.0,1124.0,1,1,19,3,13487,21,63,10721,19,13,1132,5
7,False,1027,220.0,1587.0,2,5,28,6,14107,2,81,10397,8,34,1707,7
6,False,603,92.0,325.0,2,5,16,1,10257,30,22,12264,47,38,735,2
20,False,1914,155.0,948.0,2,6,20,1,11292,5,82,14831,4,91,2049,4
18,False,1250,125.0,763.0,1,2,19,6,14057,35,92,12889,26,85,1455,4
18,False,1730,100.0,586.0,2,6,29,3,13871,25,65,11259,42,74,1910,3
11,False,1608,82.0,282.0,1,3,20,7,11618,28,21,10792,30,22,1730,2
3,False,1911,214.0,1217.0,1,3,6,7,10821,18,35,11298,42,74,2145,5
20,False,901,128.0,758.0,3,7,4,1,13204,7,33,12264,47,38,1109,4
7,False,1810,52.0,120.0,3,7,31,7,11986,20,43,11433,20,43,1902,1
20,False,2004,135.0,817.0,3,7,30,6,12266,42,74,12451,7,33,2319,4
20,False,1245,308.0,2454.0,2,5,13,5,12892,4,91,11618,28,21,2053,10
3,False,700,118.0,575.0,2,4,14,4,15016,23,64,11057,31,36,958,3
20,True,1348,132.0,776.0,2,4,4,1,11292,5,82,14262,4,91,1500,4
10,False,600,121.0,628.0,3,7,1,5,12889,26,85,11292,5,82,901,3
16,False,1525,144.0,707.0,1,1,12,3,11278,47,38,13485,50,45,1649,3
17,False,1210,169.0,1149.0,2,5,1,7,14107,2,81,11423,13,61,1659,5
1,False,1445,162.0,987.0,1,2,2,3,14747,48,93,14262,4,91,1727,4
18,False,700,70.0,239.0,2,6,17,5,12191,42,74,11259,42,74,810,1
19,False,1310,181.0,1139.0,1,3,21,1,13198,23,64,12889,26,85,1411,5
20,True,1640,200.0,1117.0,1,1,10,1,14122,36,23,12266,42,74,1900,5
5,False,1826,61.0,75.0,1,2,4,5,11996,39,37,11057,31,36,1927,1
7,False,1346,197.0,1426.0,1,3,25,5,14057,35,92,13487,21,63,1903,6
7,False,2339,85.0,404.0,1,2,21,1,10397,8,34,13204,7,33,104,2
2,False,1448,142.0,936.0,2,6,22,3,14696,12,42,14761,7,33,1710,4
17,False,1520,64.0,129.0,3,7,20,3,14057,35,92,14747,48,93,1624,1
7,False,720,278.0,1865.0,3,7,8,5,10821,18,35,14869,45,87,958,8
7,False,1215,95.0,425.0,1,2,15,2,10397,8,34,13495,16,72,1250,2
2,False,1420,135.0,857.0,1,1,3,1,15624,7,33,11986,20,43,1735,4
2,False,2132,114.0,687.0,2,6,2,4,12451,7,33,12339,12,42,2326,3
