Airline,Cancelled,CRSDepTime,CRSElapsedTime,Distance,Quarter,Month,DayofMonth,DayOfWeek,OriginAirportID,OriginStateName,OriginWac,DestAirportID,DestStateName,DestWac,CRSArrTime,DistanceGroup
7,False,1452,198.0,1541.0,1,2,2,3,15376,2,81,10397,8,34,2010,7
2,False,1622,119.0,698.0,2,5,28,6,14730,15,52,14761,7,33,1821,3
4,False,1116,66.0,119.0,2,6,5,7,15323,41,54,11057,31,36,1222,1
3,False,500,174.0,1107.0,1,3,15,2,14747,48,93,14107,2,81,754,5
7,False,1515,167.0,1199.0,1,3,10,4,11292,5,82,10397,8,34,2002,5
18,True,525,105.0,602.0,1,2,22,2,14107,2,81,11292,5,82,710,3
17,False,1715,131.0,738.0,1,2,21,1,13930,11,41,12197,30,22,2026,3
18,False,1950,110.0,577.0,3,7,26,2,10397,8,34,10821,18,35,2140,3
16,False,1805,74.0,184.0,2,5,2,1,10821,18,35,12478,30,22,1919,1
18,False,620,75.0,325.0,2,6,5,7,13796,4,91,10800,4,91,735,2
10,False,2130,134.0,757.0,2,5,9,1,13204,7,33,11193,15,52,2344,4
7,False,2128,210.0,1310.0,2,6,15,3,13204,7,33,13487,21,63,2358,6
16,False,630,83.0,313.0,1,3,25,5,11278,47,38,10529,6,11,753,2
7,False,1217,108.0,547.0,3,7,27,3,11278,47,38,10397,8,34,1405,3
7,False,1828,297.0,1953.0,2,4,29,5,11433,20,43,14057,35,92,2025,8
3,False,1050,86.0,364.0,2,6,3,5,14100,36,23,14321,17,12,1216,2
8,False,1207,89.0,290.0,1,2,3,4,13931,47,38,12478,30,22,1336,2
18,False,840,90.0,448.0,2,6,7,2,10693,41,54,11042,33,44,1110,2
18,False,1730,170.0,1189.0,2,5,25,3,13204,7,33,14843,37,3,2020,5
7,False,1520,164.0,978.0,1,3,6,7,14747,48,93,14908,4,91,1804,4
17,False,1000,95.0,308.0,2,4,20,3,14831,4,91,12892,4,91,1135,2
2,False,2124,129.0,850.0,3,7,13,3,11193,15,52,14082,7,33,2333,4
18,True,1755,85.0,391.0,1,1,8,6,12892,4,91,14570,26,85,1920,2
18,False,910,300.0,1865.0,1,3,25,5,10821,18,35,14869,45,87,1210,8
17,False,1320,84.0,347.0,1,3,4,5,10849,24,84,14869,45,87,1444,2
5,False,945,137.0,507.0,1,1,27,4,14100,36,23,11193,15,52,1202,3
13,False,908,72.0,234.0,2,5,4,3,11603,35,92,14747,48,93,1020,1
17,False,705,140.0,853.0,2,6,6,1,11695,2,81,11298,42,74,1125,4
3,False,1500,334.0,2611.0,2,6,6,1,12892,4,91,10721,19,13,2334,11
18,False,820,135.0,879.0,2,4,16,6,14107,2,81,11259,42,74,1235,4
7,False,1840,175.0,980.0,2,6,23,4,14100,36,23,13487,21,63,2035,4
8,False,1240,54.0,113.0,1,2,15,2,11433,20,43,10469,20,43,1334,1
3,False,1141,172.0,1095.0,3,7,16,6,14683,42,74,11057,31,36,1533,5
19,False,1010,176.0,1084.0,1,2,14,1,11433,20,43,14635,7,33,1306,5
7,False,710,100.0,534.0,2,6,24,5,14492,31,36,13204,7,33,850,3
1,False,1310,288.0,2311.0,1,3,16,3,12892,4,91,11278,47,38,2058,10
17,False,2006,151.0,893.0,2,5,6,5,14107,2,81,14489,35,92,2237,4
18,False,1540,75.0,236.0,1,2,8,2,12892,4,91,12889,26,85,1655,1
18,False,1745,90.0,397.0,3,7,2,6,12889,26,85,14893,4,91,1915,2
3,False,1709,152.0,920.0,1,3,14,1,15304,7,33,14100,36,23,1941,4
17,False,932,55.0,109.0,2,5,21,6,12892,4,91,14679,4,91,1027,1
3,False,941,78.0,280.0,3,7,11,1,14100,36,23,10721,19,13,1059,2
16,True,1051,122.0,534.0,1,3,12,6,12264,47,38,10397,8,34,1253,3
14,False,155,248.0,1674.0,1,2,9,3,14843,37,3,10721,19,13,503,7
4,False,1640,66.0,88.0,1,1,22,6,11057,31,36,10868,39,37,1746,1
9,False,1147,182.0,1118.0,2,6,2,4,10140,29,86,13930,11,41,1549,5
17,False,935,132.0,696.0,3,7,12,2,12892,4,91,15041,10,83,1247,3
17,False,2237,82.0,238.0,3,7,26,2,14771,4,91,10561,4,91,2359,1
18,False,1450,70.0,247.0,2,5,14,6,14683,42,74,11259,42,74,1600,1
19,False,1020,94.0,397.0,1,1,17,1,12889,26,85,14893,4,91,1154,2
17,False,1345,210.0,1504.0,2,4,29,5,14771,4,91,10423,42,74,1915,7
20,False,1617,146.0,678.0,3,7,22,5,14100,36,23,13930,11,41,1743,3
2,False,1832,166.0,1118.0,1,2,26,6,14082,7,33,11986,20,43,2118,5
17,False,740,70.0,257.0,3,7,16,6,10141,40,67,13487,21,63,850,2
3,False,1715,284.0,1849.0,2,4,30,6,13204,7,33,14107,2,81,1859,8
7,False,1001,87.0,226.0,1,1,21,5,11057,31,36,10397,8,34,1128,1
17,False,1715,90.0,370.0,1,3,27,7,12892,4,91,14107,2,81,1845,2
12,False,1040,335.0,2355.0,1,3,24,4,14831,4,91,13830,9,2,1315,10
7,False,1413,66.0,259.0,1,1,14,5,10397,8,34,10994,39,37,1519,2
18,False,705,185.0,1105.0,1,2,18,5,14635,7,33,13232,11,41,910,5
10,False,33,209.0,1521.0,3,7,13,3,12889,26,85,13232,11,41,602,7
11,False,615,91.0,277.0,1,1,13,4,14524,47,38,11618,28,21,746,2
3,False,1501,224.0,1217.0,1,1,9,7,10821,18,35,11298,42,74,1745,5
10,False,1944,114.0,551.0,2,5,16,1,13495,16,72,13204,7,33,2238,3
19,False,1230,127.0,719.0,2,4,25,1,14730,15,52,13204,7,33,1437,3
17,False,1122,113.0,522.0,2,4,22,5,15919,3,71,13930,11,41,1315,3
8,False,2010,166.0,860.0,3,7,14,4,10721,19,13,13342,50,45,2156,4
3,False,857,173.0,1120.0,1,1,16,7,13930,11,41,14635,7,33,1250,5
5,False,1000,82.0,318.0,1,1,12,3,11278,47,38,10257,30,22,1122,2
20,False,1335,123.0,776.0,1,2,13,7,14262,4,91,11292,5,82,1638,4
20,False,1742,126.0,630.0,2,6,25,6,12264,47,38,12451,7,33,1948,3
7,False,1011,169.0,1086.0,2,6,13,1,11433,20,43,14027,7,33,1300,5
20,False,1040,348.0,2133.0,1,2,12,6,11618,28,21,14107,2,81,1428,9
7,False,1837,331.0,1990.0,2,4,22,5,12478,30,22,14869,45,87,2208,8
7,False,1440,165.0,1042.0,2,6,18,6,10423,42,74,13487,21,63,1725,5
12,False,635,40.0,100.0,2,6,21,2,12173,9,2,13830,9,2,715,1
9,False,600,88.0,364.0,2,6,13,1,14783,23,64,11298,42,74,728,2
17,False,1708,107.0,369.0,1,1,12,3,15138,23,64,13930,11,41,1855,2
19,False,943,300.0,1979.0,1,1,19,3,11433,20,43,12892,4,91,1143,8
18,False,1905,80.0,390.0,1,1,25,2,14893,4,91,13891,4,91,2025,2
20,False,1759,382.0,2434.0,1,2,18,5,11618,28,21,14908,4,91,2121,10
3,False,1045,167.0,852.0,1,1,26,3,13487,21,63,11298,42,74,1332,4
20,False,1244,220.0,1514.0,1,2,5,6,12889,26,85,13930,11,41,1824,7
16,False,828,175.0,942.0,2,4,12,2,10721,19,13,10693,41,54,1023,4
16,False,1126,143.0,762.0,1,1,5,3,10397,8,34,12953,30,22,1349,4
18,False,1525,105.0,541.0,2,6,7,2,15370,34,73,11292,5,82,1610,3
17,False,1010,83.0,308.0,1,3,9,3,14831,4,91,12892,4,91,1133,2
18,False,1700,195.0,1476.0,1,2,8,2,14831,4,91,10423,42,74,2215,6
8,False,1740,82.0,302.0,1,1,12,3,10397,8,34,13422,0,51,1802,2
7,False,2050,157.0,733.0,1,1,4,2,12953,30,22,13930,11,41,2227,3
3,False,2048,86.0,328.0,1,3,13,7,11057,31,36,12451,7,33,2214,2
17,False,1735,78.0,282.0,2,6,26,7,13871,25,65,13487,21,63,1853,2
3,False,1937,71.0,204.0,2,6,3,5,13303,7,33,15304,7,33,2048,1
19,False,1830,168.0,992.0,2,6,5,7,11697,7,33,14100,36,23,2118,4
14,False,1510,330.0,2475.0,2,6,17,5,12892,4,91,12478,30,22,2340,10
18,False,1405,170.0,1264.0,1,3,29,2,14107,2,81,13244,41,54,1855,6
6,False,2025,119.0,542.0,1,2,8,2,12266,42,74,12278,14,62,2224,3
7,False,630,166.0,1042.0,2,4,6,3,10423,42,74,13487,21,63,916,5
18,False,1915,190.0,1460.0,1,2,13,7,14107,2,81,13342,50,45,2325,6
17,False,1600,90.0,421.0,1,1,20,4,14771,4,91,14262,4,91,1730,2
3,False,715,190.0,1158.0,2,6,16,4,14524,47,38,11298,42,74,925,5
8,False,822,120.0,461.0,1,1,14,5,12953,30,22,11995,31,36,1022,2
7,False,1130,120.0,588.0,1,2,28,1,14869,45,87,13796,4,91,1230,3
17,False,655,128.0,623.0,1,2,2,3,12003,24,84,11292,5,82,903,3
7,False,800,206.0,1310.0,2,6,1,3,13204,7,33,13487,21,63,1026,6
7,False,2259,114.0,630.0,3,7,27,3,14869,45,87,14057,35,92,2353,3
3,False,910,106.0,590.0,2,6,23,4,11057,31,36,14027,7,33,1056,3
3,False,1246,131.0,761.0,1,1,14,5,11298,42,74,12339,12,42,1557,4
3,False,1348,154.0,930.0,2,4,25,1,13487,21,63,11057,31,36,1722,4
3,False,1651,146.0,929.0,2,4,16,6,11298,42,74,15304,7,33,2017,4
17,False,1600,109.0,435.0,1,3,8,2,11013,20,43,13487,21,63,1649,2
3,False,2135,123.0,544.0,1,3,21,1,12953,30,22,11057,31,36,2338,3
17,False,1140,119.0,677.0,2,6,28,2,10140,29,86,12892,4,91,1239,3
2,False,1256,64.0,259.0,1,2,8,2,11638,4,91,12889,26,85,1400,2
20,False,2235,104.0,414.0,3,7,1,5,14771,4,91,12889,26,85,19,2
17,False,1822,88.0,258.0,1,3,30,3,15016,23,64,13930,11,41,1950,2
5,True,1823,127.0,693.0,2,6,2,4,13277,0,51,11278,47,38,2130,3
0,False,730,99.0,323.0,1,2,20,7,12945,15,52,13930,11,41,809,2
14,False,1330,339.0,2611.0,2,5,21,6,12892,4,91,10721,19,13,2209,11
16,False,2129,129.0,488.0,2,4,21,4,11618,28,21,11433,20,43,2338,2
20,False,1135,91.0,403.0,1,1,1,6,13198,23,64,13930,11,41,1306,2
18,False,1825,175.0,1072.0,1,3,10,4,14307,38,15,13204,7,33,2120,5
20,False,1224,181.0,1005.0,1,3,31,4,13204,7,33,13930,11,41,1425,5
20,False,1830,133.0,787.0,1,3,20,7,12266,42,74,15304,7,33,2143,4
14,False,2130,377.0,2475.0,2,5,11,3,12478,30,22,12892,4,91,47,10
3,False,840,122.0,678.0,2,4,5,2,13930,11,41,14100,36,23,1142,3
18,False,1225,110.0,601.0,3,7,17,7,13232,11,41,11278,47,38,1515,3
17,False,1345,88.0,264.0,1,1,30,7,11193,15,52,13930,11,41,1413,2
9,False,1154,79.0,226.0,1,2,23,3,11057,31,36,10397,8,34,1313,1
20,False,730,100.0,414.0,1,1,9,7,12889,26,85,14771,4,91,910,2
18,False,1330,200.0,1449.0,1,2,6,7,11292,5,82,10994,39,37,1850,6
18,False,1505,125.0,872.0,2,5,23,1,14107,2,81,10423,42,74,1910,4
9,False,1015,153.0,931.0,1,2,19,6,11298,42,74,11986,20,43,1348,4
7,False,700,230.0,1747.0,2,5,13,5,12889,26,85,10397,8,34,1350,7
7,False,1000,88.0,406.0,3,7,19,2,10397,8,34,15304,7,33,1128,2
18,False,625,75.0,345.0,2,6,28,2,14570,26,85,12889,26,85,740,2
18,False,2115,65.0,247.0,2,6,11,6,11259,42,74,14683,42,74,2220,1
20,False,815,278.0,1737.0,1,1,12,3,11042,33,44,14107,2,81,1053,7
18,False,1535,85.0,387.0,2,6,6,1,14893,4,91,12954,4,91,1700,2
18,False,1405,150.0,814.0,1,1,30,7,14100,36,23,15016,23,64,1535,4
3,False,10,172.0,1235.0,1,2,25,5,12892,4,91,11298,42,74,502,5
7,False,1415,279.0,1947.0,2,6,12,7,10397,8,34,12892,4,91,1554,8
7,False,1059,66.0,134.0,2,6,22,3,10599,0,51,10397,8,34,1305,1
7,False,816,96.0,526.0,1,2,7,1,10397,8,34,14122,36,23,952,3
16,False,745,152.0,728.0,2,5,13,5,10721,19,13,11057,31,36,1017,3
5,False,1344,101.0,396.0,1,1,29,6,11278,47,38,11996,39,37,1525,2
8,False,655,127.0,692.0,2,5,20,5,10135,36,23,10397,8,34,902,3
3,False,755,194.0,1089.0,2,5,16,1,12478,30,22,13303,7,33,1109,5
3,False,1809,51.0,130.0,3,7,3,7,11057,31,36,14492,31,36,1900,1
3,False,1419,192.0,1322.0,2,6,18,6,14457,40,67,11057,31,36,1931,6
18,False,1735,410.0,2860.0,1,3,21,1,14107,2,81,12758,9,2,2125,11
20,False,1035,289.0,1846.0,2,5,13,5,13930,11,41,14771,4,91,1324,8
3,False,2035,123.0,632.0,1,2,26,6,11057,31,36,11697,7,33,2238,3
9,False,2122,91.0,335.0,1,2,25,5,11298,42,74,11415,42,74,2253,2
3,False,919,117.0,594.0,2,4,18,1,10397,8,34,13303,7,33,1116,3
18,False,1940,145.0,948.0,2,5,24,2,14831,4,91,11292,5,82,2305,4
3,False,1737,66.0,247.0,1,3,25,5,11298,42,74,14683,42,74,1843,1
15,False,800,124.0,643.0,2,5,21,6,12266,42,74,13198,23,64,1004,3
7,False,1741,87.0,332.0,2,6,30,4,13244,41,54,10397,8,34,2008,2
9,False,1646,67.0,227.0,1,2,12,6,11298,42,74,11778,3,71,1753,1
7,False,1605,125.0,612.0,3,7,25,1,14492,31,36,10721,19,13,1810,3
7,False,2150,310.0,2611.0,1,3,22,2,12892,4,91,10721,19,13,600,11
15,False,600,158.0,733.0,1,2,25,5,14730,15,52,11298,42,74,738,3
7,False,1144,244.0,1454.0,1,1,20,4,13487,21,63,14262,4,91,1348,6
4,False,1619,73.0,155.0,2,5,31,2,11057,31,36,14574,47,38,1732,1
8,False,735,195.0,1029.0,2,4,21,4,12478,30,22,13487,21,63,950,5
5,False,1717,91.0,356.0,3,7,20,3,14307,38,15,11278,47,38,1848,2
18,False,655,150.0,990.0,2,4,30,6,13232,11,41,13204,7,33,1025,4
1,False,1030,134.0,763.0,2,6,23,4,14057,35,92,12889,26,85,1244,4
17,False,1052,73.0,190.0,2,4,2,6,14771,4,91,14698,4,91,1205,1
18,False,1055,80.0,458.0,3,7,4,1,11259,42,74,12206,42,74,1215,2
18,False,1055,100.0,459.0,1,2,10,4,15304,7,33,10599,0,51,1135,2
10,False,1143,209.0,1121.0,1,3,2,3,10721,19,13,13204,7,33,1512,5
7,False,750,177.0,1089.0,2,5,30,1,13303,7,33,12478,30,22,1047,5
0,False,1400,85.0,343.0,2,6,5,7,13930,11,41,10874,33,44,1625,2
7,False,1700,118.0,669.0,1,1,29,6,13342,50,45,10397,8,34,1958,3
1,False,725,309.0,2378.0,1,1,30,7,14747,48,93,14100,36,23,1534,10
20,False,600,140.0,820.0,2,5,20,5,12451,7,33,11618,28,21,820,4
7,False,1940,175.0,1107.0,1,2,3,4,14747,48,93,14107,2,81,2335,5
6,False,1300,153.0,771.0,1,3,24,4,12992,3,71,11292,5,82,1433,4
9,False,1016,151.0,999.0,2,4,15,5,11298,42,74,11995,31,36,1347,4
18,False,2005,100.0,440.0,2,5,22,7,11433,20,43,15016,23,64,2045,2
20,False,2246,300.0,2218.0,2,6,23,4,12892,4,91,13204,7,33,646,9
17,False,1655,176.0,871.0,1,1,21,5,11193,15,52,12266,42,74,1851,4
3,False,1124,308.0,1916.0,1,1,24,1,11057,31,36,12889,26,85,1332,8
18,False,745,120.0,580.0,2,5,5,4,11259,42,74,10140,29,86,845,3
14,False,1055,161.0,892.0,2,4,14,4,11278,47,38,14635,7,33,1336,4
19,False,600,143.0,862.0,1,3,23,3,11292,5,82,12266,42,74,923,4
17,False,1719,101.0,374.0,2,5,30,1,12992,3,71,12266,42,74,1900,2
17,False,1958,104.0,373.0,1,2,5,6,14893,4,91,12892,4,91,2142,2
16,False,805,81.0,214.0,2,6,23,4,11278,47,38,12953,30,22,926,1
18,False,2000,150.0,1037.0,2,4,14,4,14107,2,81,13871,25,65,30,5
18,False,1950,85.0,461.0,1,3,22,2,11259,42,74,13198,23,64,2115,2
17,False,600,62.0,123.0,3,7,15,5,15569,42,74,12266,42,74,702,1
16,False,839,146.0,708.0,2,6,13,1,11618,28,21,14685,8,34,1105,3
7,False,1125,227.0,1590.0,2,6,11,6,14869,45,87,10397,8,34,1712,7
16,False,625,66.0,201.0,2,5,17,2,14122,36,23,11433,20,43,731,1
17,False,1000,69.0,228.0,2,4,26,2,13485,50,45,13487,21,63,1109,1
17,False,555,65.0,174.0,2,4,9,6,12129,21,63,13487,21,63,700,1
1,False,930,170.0,954.0,3,7,24,7,12892,4,91,14747,48,93,1220,4
3,False,954,145.0,683.0,1,2,27,7,14307,38,15,11057,31,36,1219,3
3,False,1700,228.0,1389.0,2,6,15,3,12953,30,22,11298,42,74,1948,6
10,False,2145,142.0,853.0,2,5,2,1,11292,5,82,14679,4,91,2307,4
17,False,1003,134.0,667.0,2,6,12,7,12266,42,74,15016,23,64,1217,3
7,False,1825,233.0,1598.0,2,4,1,5,12478,30,22,14843,37,3,2218,7
16,True,1821,124.0,483.0,3,7,18,1,11066,33,44,12478,30,22,2025,2
8,False,1055,100.0,427.0,1,3,21,1,14492,31,36,12478,30,22,1235,2
8,False,1719,101.0,419.0,1,1,2,7,11042,33,44,12953,30,22,1900,2
12,False,1035,48.0,163.0,2,4,19,2,12173,9,2,12758,9,2,1123,1
7,False,1048,296.0,2153.0,2,5,2,1,14107,2,81,12478,30,22,1844,9
8,False,2104,109.0,566.0,1,1,1,6,10397,8,34,14696,12,42,2253,3
9,False,555,63.0,134.0,1,2,21,1,11982,42,74,11298,42,74,658,1
3,False,940,200.0,1488.0,2,4,1,5,14107,2,81,12339,12,42,1600,6
8,False,1330,72.0,196.0,1,1,20,4,11775,40,67,13487,21,63,1442,1
18,False,1950,110.0,577.0,3,7,12,2,10397,8,34,10821,18,35,2140,3
18,False,1845,125.0,829.0,2,5,4,3,11066,33,44,15304,7,33,2050,4
3,False,1734,106.0,507.0,1,3,5,6,15304,7,33,11057,31,36,1920,3
18,False,1615,85.0,349.0,3,7,13,3,13232,11,41,13487,21,63,1740,2
3,False,2003,207.0,1258.0,1,3,24,4,13303,7,33,10721,19,13,2330,6
19,False,915,115.0,550.0,3,7,6,3,11618,28,21,13577,39,37,1110,3
3,False,745,179.0,918.0,1,1,22,6,12451,7,33,11298,42,74,944,4
14,False,730,149.0,718.0,1,1,11,2,12478,30,22,14685,8,34,959,3
18,False,800,160.0,882.0,2,4,21,4,13204,7,33,15016,23,64,940,4
20,False,1810,114.0,612.0,1,3,17,4,13930,11,41,11278,47,38,2104,3
18,False,600,65.0,239.0,1,3,28,1,12191,42,74,11259,42,74,705,1
18,False,805,145.0,994.0,1,3,18,5,10423,42,74,13204,7,33,1130,4
18,False,1825,105.0,472.0,1,3,5,6,10821,18,35,10994,39,37,2010,2
18,True,800,70.0,255.0,1,3,13,7,14107,2,81,12889,26,85,910,2
3,False,1320,156.0,1005.0,2,5,29,7,13930,11,41,13204,7,33,1656,5
8,False,1600,116.0,549.0,2,6,20,1,11267,33,44,12953,30,22,1756,3
7,True,1110,196.0,1096.0,1,1,29,6,12953,30,22,13303,7,33,1426,5
18,False,1540,95.0,495.0,3,7,7,4,13851,34,73,11292,5,82,1615,2
5,False,754,84.0,331.0,1,1,4,2,11057,31,36,11278,47,38,918,2
16,False,1214,105.0,335.0,2,5,20,5,12953,30,22,14122,36,23,1359,2
18,False,835,200.0,1107.0,1,2,16,3,14107,2,81,14747,48,93,1055,5
20,False,1750,218.0,1671.0,1,2,22,2,11292,5,82,10529,6,11,2328,7
19,False,2255,275.0,2136.0,2,5,15,7,12892,4,91,14122,36,23,630,9
18,False,500,165.0,896.0,1,3,21,1,13342,50,45,11292,5,82,645,4
18,False,1140,105.0,670.0,1,3,23,3,12191,42,74,10693,41,54,1325,3
3,False,1856,139.0,872.0,3,7,19,2,10423,42,74,14107,2,81,1915,4
18,False,2040,140.0,775.0,3,7,18,1,10423,42,74,11292,5,82,2200,4
15,False,1244,93.0,322.0,3,7,23,6,12264,47,38,11057,31,36,1417,2
7,False,710,100.0,534.0,2,6,12,7,14492,31,36,13204,7,33,850,3
14,False,1605,189.0,1197.0,2,4,18,1,14027,7,33,10721,19,13,1914,5
20,False,1700,369.0,2425.0,1,3,24,4,11618,28,21,14679,4,91,2009,10
19,False,1709,216.0,1400.0,3,7,25,1,12266,42,74,11618,28,21,2145,6
14,False,1830,197.0,1069.0,1,3,24,4,12478,30,22,11697,7,33,2147,5
19,False,1430,261.0,1576.0,1,2,11,5,14843,37,3,14100,36,23,1751,7
20,False,2019,75.0,316.0,1,3,25,5,12266,42,74,13256,42,74,2134,2
20,False,855,124.0,719.0,2,5,6,5,13930,11,41,11618,28,21,1159,3
9,False,841,91.0,396.0,2,6,1,3,11298,42,74,13061,42,74,1012,2
17,False,1327,138.0,599.0,3,7,31,7,13930,11,41,11057,31,36,1645,3
3,False,1936,346.0,2342.0,2,5,10,2,13303,7,33,12892,4,91,2222,10
18,False,825,130.0,842.0,2,6,21,2,13232,11,41,14307,38,15,1135,4
17,False,1432,58.0,77.0,2,5,9,1,13476,4,91,14771,4,91,1530,1
18,False,1930,135.0,675.0,2,5,23,1,14100,36,23,10693,41,54,2045,3
8,False,1620,85.0,357.0,1,2,4,5,10397,8,34,14574,47,38,1745,2
8,False,2050,107.0,509.0,1,3,23,3,11433,20,43,12478,30,22,2237,3
7,False,1921,116.0,594.0,2,4,15,5,10397,8,34,11433,20,43,2117,3
3,False,2200,77.0,214.0,1,3,25,5,11278,47,38,12953,30,22,2317,1
17,False,1600,219.0,1476.0,2,6,28,2,10423,42,74,14831,4,91,1739,6
7,False,1108,83.0,406.0,2,6,25,6,10397,8,34,15304,7,33,1231,2
9,False,2050,129.0,783.0,1,1,9,7,13930,11,41,10529,6,11,2359,4
1,False,715,59.0,129.0,1,2,13,7,14747,48,93,14057,35,92,814,1
2,False,1220,179.0,1209.0,2,4,8,5,14986,7,33,10408,50,45,1419,5
10,False,1506,173.0,1053.0,1,3,20,7,15304,7,33,10792,30,22,1759,5
17,False,1701,119.0,582.0,2,6,6,1,16869,32,66,11292,5,82,1800,3
18,False,615,165.0,879.0,2,5,6,5,11259,42,74,14107,2,81,700,4
5,False,1541,110.0,453.0,3,7,1,5,14100,36,23,11433,20,43,1731,2
7,False,700,124.0,590.0,1,1,14,5,12892,4,91,14869,45,87,1004,3
13,False,2135,100.0,399.0,2,5,10,2,10713,10,83,14747,48,93,2215,2
2,False,1630,93.0,513.0,2,4,10,7,14112,7,33,10980,41,54,1803,3
14,False,2159,76.0,266.0,1,1,22,6,12478,30,22,10785,46,16,2315,2
14,False,1351,200.0,1069.0,1,2,16,3,12478,30,22,11697,7,33,1711,5
14,False,1940,186.0,937.0,1,3,19,6,11618,28,21,13204,7,33,2246,4
3,False,540,157.0,728.0,1,1,24,1,10721,19,13,11057,31,36,817,3
7,False,2212,126.0,774.0,3,7,14,4,10397,8,34,11977,50,45,2318,4
7,False,620,134.0,679.0,2,5,30,1,14771,4,91,14747,48,93,834,3
20,False,1420,63.0,191.0,2,5,8,7,12266,42,74,14683,42,74,1523,1
18,False,805,75.0,325.0,1,2,6,7,13891,4,91,14107,2,81,1020,2
15,False,515,79.0,316.0,2,6,17,5,13256,42,74,12266,42,74,634,2
20,False,850,180.0,925.0,1,1,17,1,13930,11,41,12266,42,74,1150,4
20,False,938,149.0,854.0,3,7,18,1,12266,42,74,13204,7,33,1307,4
17,False,1509,104.0,409.0,1,1,9,7,13930,11,41,10693,41,54,1653,2
20,False,1140,155.0,916.0,2,5,5,4,11292,5,82,14689,4,91,1315,4
18,False,1730,90.0,480.0,1,2,18,5,14893,4,91,14679,4,91,1900,2
12,False,1755,48.0,163.0,2,6,28,2,12758,9,2,12173,9,2,1843,1
17,False,1004,178.0,1162.0,2,6,3,5,11292,5,82,15412,41,54,1502,5
3,False,700,184.0,1235.0,2,6,2,4,12892,4,91,11298,42,74,1204,5
20,False,1104,244.0,1723.0,1,1,1,6,14679,4,91,13930,11,41,1708,7
17,False,1545,112.0,463.0,1,2,25,5,13930,11,41,11775,40,67,1737,2
14,True,2105,232.0,1598.0,2,6,12,7,12478,30,22,14843,37,3,57,7
3,False,1411,163.0,964.0,3,7,15,5,13303,7,33,12266,42,74,1554,4
3,True,2300,343.0,2585.0,2,6,8,3,14771,4,91,13303,7,33,743,11
18,True,1745,190.0,1381.0,1,1,6,4,11259,42,74,12953,30,22,2155,6
7,False,2110,169.0,1042.0,2,6,4,6,13487,21,63,10423,42,74,2359,5
18,False,820,85.0,399.0,2,6,18,6,10821,18,35,13577,39,37,945,2
19,False,1330,175.0,1183.0,1,1,24,1,13342,50,45,14635,7,33,1725,5
17,False,1223,222.0,1437.0,2,5,11,3,10713,10,83,13930,11,41,1705,6
3,False,1445,166.0,993.0,3,7,30,6,14635,7,33,14100,36,23,1731,4
19,False,1050,92.0,319.0,3,7,1,5,11618,28,21,14122,36,23,1222,2
0,False,1434,93.0,368.0,1,1,7,5,11267,33,44,12264,47,38,1607,2
7,False,1900,239.0,1698.0,2,6,22,3,10423,42,74,10721,19,13,2359,7
17,False,1345,104.0,391.0,1,3,7,1,11292,5,82,14869,45,87,1529,2
18,False,2115,140.0,973.0,1,3,17,4,11259,42,74,13204,7,33,35,4
7,False,2259,229.0,1535.0,2,6,24,5,13487,21,63,12892,4,91,48,7
2,False,700,166.0,1272.0,1,2,23,3,10466,2,81,10676,11,41,1046,6
18,False,1510,80.0,419.0,2,6,19,7,12191,42,74,13851,34,73,1630,2
3,False,1657,104.0,550.0,2,5,28,6,11298,42,74,15016,23,64,1841,3
3,True,530,193.0,1316.0,1,2,3,4,14689,4,91,11298,42,74,1043,6
7,False,2247,68.0,226.0,1,1,9,7,10397,8,34,11057,31,36,2355,1
14,False,1140,185.0,867.0,1,2,9,3,10721,19,13,13930,11,41,1345,4
19,False,1030,235.0,1565.0,2,6,24,5,10821,18,35,14843,37,3,1425,7
14,False,1349,235.0,1598.0,2,5,3,2,12478,30,22,14843,37,3,1744,7
16,False,609,109.0,488.0,3,7,29,5,11433,20,43,11618,28,21,758,2
13,True,1258,64.0,172.0,1,1,22,6,14252,48,93,14747,48,93,1402,1
9,False,2105,77.0,270.0,1,3,12,6,11298,42,74,10728,42,74,2222,2
14,False,1359,166.0,899.0,1,3,2,3,11278,47,38,11697,7,33,1645,4
15,False,1545,184.0,1034.0,3,7,16,6,13487,21,63,12266,42,74,1849,5
3,False,630,200.0,1337.0,1,3,10,4,11292,5,82,11057,31,36,1150,6
18,False,645,70.0,223.0,2,4,28,4,12889,26,85,10800,4,91,755,1
12,False,1205,50.0,163.0,2,5,7,6,12173,9,2,12758,9,2,1255,1
19,False,800,183.0,1127.0,1,3,10,4,11433,20,43,11697,7,33,1103,5
7,False,1007,148.0,907.0,1,3,28,1,13487,21,63,10397,8,34,1335,4
18,False,1150,230.0,1728.0,1,1,17,1,14679,4,91,13232,11,41,1740,7
7,False,2125,106.0,581.0,2,6,3,5,10397,8,34,11697,7,33,2311,3
18,False,620,150.0,946.0,2,6,29,3,13303,7,33,10821,18,35,850,4
0,False,600,77.0,223.0,3,7,14,4,11721,20,43,13930,11,41,617,1
10,True,1912,131.0,731.0,1,1,28,5,11298,42,74,10397,8,34,2223,3
16,False,1420,84.0,296.0,1,1,10,1,13930,11,41,11066,33,44,1644,2
18,False,2130,155.0,821.0,1,3,9,3,10397,8,34,13871,25,65,2305,4
18,False,1310,90.0,471.0,3,7,29,5,10693,41,54,13495,16,72,1440,2
