crash_date,traffic_control_device,weather_condition,lighting_condition,first_crash_type,trafficway_type,alignment,roadway_surface_cond,road_defect,crash_type,intersection_related_i,damage,prim_contributory_cause,num_units,most_severe_injury,injuries_total,injuries_fatal,injuries_incapacitating,injuries_non_incapacitating,injuries_reported_not_evident,injuries_no_indication,crash_hour,crash_day_of_week,crash_month
106790,15,2,3,10,8,3,0,1,1,1,0,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,11,2,8
19144,16,7,3,17,8,3,6,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,9,5,2
96078,16,2,4,17,17,3,0,1,0,1,2,6,2,3,3.0,0.0,0.0,3.0,0.0,1.0,22,2,7
276,16,2,3,0,8,3,6,1,1,1,1,39,2,2,0.0,0.0,0.0,0.0,0.0,2.0,11,6,1
180439,4,2,4,8,8,3,0,1,0,1,1,36,2,3,1.0,0.0,0.0,1.0,0.0,1.0,17,4,12
12011,16,10,1,10,8,3,4,1,1,1,2,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,6,1
116225,15,2,3,10,8,3,0,1,1,1,2,19,3,2,0.0,0.0,0.0,0.0,0.0,4.0,17,6,8
51064,16,2,3,10,8,3,0,5,0,1,2,26,2,4,1.0,0.0,0.0,0.0,1.0,1.0,11,4,4
109892,16,2,1,7,8,3,0,1,0,0,2,17,4,2,0.0,0.0,0.0,0.0,0.0,1.0,2,1,8
7650,16,2,1,2,8,3,4,5,0,1,0,36,1,2,0.0,0.0,0.0,0.0,0.0,2.0,23,3,1
45398,4,2,1,17,10,3,0,1,0,0,2,17,3,3,1.0,0.0,0.0,1.0,0.0,1.0,0,7,4
177620,16,2,1,10,2,3,0,1,0,1,2,17,2,3,1.0,0.0,0.0,1.0,0.0,1.0,16,3,12
128549,15,11,1,10,2,3,5,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,3.0,23,1,9
55117,15,2,3,0,2,3,0,5,0,0,2,5,3,4,1.0,0.0,0.0,0.0,1.0,2.0,11,1,4
156683,16,2,3,15,6,3,0,1,1,1,0,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,12,3,11
172115,4,2,1,10,2,3,0,1,1,0,1,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,19,7,11
64519,15,2,3,0,8,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,19,6,5
164443,16,2,1,10,2,3,0,1,1,1,0,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,20,2,11
10387,15,2,3,0,6,3,0,1,0,1,2,5,2,4,1.0,0.0,0.0,0.0,1.0,2.0,12,6,1
59739,15,2,3,17,6,3,0,1,1,1,1,18,2,2,0.0,0.0,0.0,0.0,0.0,3.0,15,7,5
170438,4,3,3,17,8,3,0,1,1,0,1,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,12,7,11
99143,16,2,3,0,6,3,0,1,1,1,2,26,2,2,0.0,0.0,0.0,0.0,0.0,2.0,11,7,7
131623,4,7,3,0,15,3,6,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,18,3,9
187848,16,10,1,0,6,3,4,1,0,1,2,39,2,2,0.0,0.0,0.0,0.0,0.0,3.0,23,4,12
8908,15,2,3,17,15,3,0,5,1,1,0,5,2,2,0.0,0.0,0.0,0.0,0.0,3.0,14,3,1
175539,16,2,3,17,8,3,0,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,15,6,12
153531,16,2,3,0,2,3,0,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,4.0,17,2,10
101636,16,2,3,8,8,3,0,1,1,1,1,24,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,4,7
68312,16,2,1,10,2,3,0,1,1,1,2,17,2,2,0.0,0.0,0.0,0.0,0.0,5.0,2,2,5
109325,16,2,1,10,3,3,0,1,0,1,2,17,2,2,0.0,0.0,0.0,0.0,0.0,2.0,4,7,8
78564,16,3,1,10,8,3,0,1,0,1,2,37,2,3,1.0,0.0,0.0,1.0,0.0,2.0,22,2,6
42723,4,2,3,17,11,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,7,4
20923,15,2,1,15,8,3,4,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,18,1,2
52269,16,3,3,10,8,3,0,1,0,1,2,19,5,2,0.0,0.0,0.0,0.0,0.0,5.0,10,5,4
163079,15,2,3,0,11,3,0,1,0,1,2,18,2,4,1.0,0.0,0.0,0.0,1.0,1.0,7,3,11
112611,16,7,3,7,8,4,6,1,1,1,0,17,2,2,0.0,0.0,0.0,0.0,0.0,1.0,13,7,8
49258,16,2,1,14,18,3,0,1,0,1,2,36,2,3,1.0,0.0,0.0,1.0,0.0,1.0,20,7,4
37,16,2,1,9,8,3,0,1,0,1,1,18,3,3,2.0,0.0,0.0,2.0,0.0,3.0,1,2,1
85999,16,2,3,17,1,3,0,1,0,1,2,3,2,2,0.0,0.0,0.0,0.0,0.0,4.0,19,1,6
157320,16,2,1,10,6,3,0,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,3.0,23,6,11
176259,4,2,3,0,15,3,0,1,0,1,2,36,2,4,1.0,0.0,0.0,0.0,1.0,4.0,8,4,12
70159,16,2,0,0,6,3,0,1,0,1,2,17,2,2,0.0,0.0,0.0,0.0,0.0,2.0,0,3,5
6144,16,2,1,17,2,3,0,5,0,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,2,1
115395,16,2,3,9,8,3,0,1,0,1,0,18,2,3,1.0,0.0,0.0,1.0,0.0,1.0,11,1,8
80308,4,2,3,0,11,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,9,6,6
76098,16,2,3,17,8,3,0,1,0,1,2,18,3,2,0.0,0.0,0.0,0.0,0.0,3.0,16,7,6
179364,4,2,3,15,8,3,0,1,1,0,2,26,3,2,0.0,0.0,0.0,0.0,0.0,2.0,10,4,12
27863,16,2,3,10,6,3,0,5,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,11,6,2
156338,16,7,3,10,8,3,6,1,0,1,0,19,2,4,1.0,0.0,0.0,0.0,1.0,1.0,16,5,11
82423,16,2,2,2,3,3,0,1,1,1,2,37,1,2,0.0,0.0,0.0,0.0,0.0,1.0,3,2,6
121472,15,11,5,17,6,3,5,5,1,1,2,8,2,2,0.0,0.0,0.0,0.0,0.0,2.0,20,6,9
142165,16,2,1,10,6,3,0,1,0,1,2,19,2,4,1.0,0.0,0.0,0.0,1.0,3.0,23,3,10
48174,15,10,3,2,2,3,4,1,0,1,2,39,1,2,0.0,0.0,0.0,0.0,0.0,1.0,14,1,4
12891,16,3,1,17,3,3,6,1,0,1,2,24,2,2,0.0,0.0,0.0,0.0,0.0,2.0,23,6,1
142617,17,11,5,0,6,3,5,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,15,2,10
154046,16,7,1,9,8,3,6,2,0,1,2,18,2,3,1.0,0.0,0.0,1.0,0.0,1.0,5,3,10
103067,16,3,3,7,2,3,0,1,1,1,2,12,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,5,7
81057,15,2,3,0,8,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,5.0,17,3,6
142738,16,2,3,0,8,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,5.0,12,7,10
73901,15,2,3,10,8,3,0,1,1,1,1,26,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,2,6
160643,16,2,3,17,6,3,0,1,0,1,2,18,2,4,1.0,0.0,0.0,0.0,1.0,2.0,9,4,11
148587,16,2,1,0,6,3,0,1,0,1,2,36,2,4,1.0,0.0,0.0,0.0,1.0,2.0,0,7,10
183128,16,2,3,10,8,3,0,1,0,1,2,36,2,3,1.0,0.0,0.0,1.0,0.0,1.0,14,5,12
47894,4,7,3,17,8,3,6,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,11,4,4
174245,16,2,3,15,8,3,0,1,1,1,2,22,2,2,0.0,0.0,0.0,0.0,0.0,2.0,7,4,12
10009,15,2,1,17,2,3,4,1,0,1,2,6,3,2,0.0,0.0,0.0,0.0,0.0,3.0,11,7,1
37409,16,2,3,17,6,3,0,5,0,1,2,24,2,3,2.0,0.0,0.0,2.0,0.0,1.0,15,1,3
41359,16,2,3,10,6,3,0,1,1,1,2,23,2,2,0.0,0.0,0.0,0.0,0.0,5.0,12,6,3
135414,4,2,1,7,8,3,0,1,1,0,1,21,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0,4,9
81258,16,2,1,17,6,3,0,1,0,1,2,18,2,1,6.0,0.0,2.0,4.0,0.0,2.0,1,7,6
74359,16,2,3,17,8,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,4,6
78915,16,2,3,14,6,3,0,1,1,1,0,36,2,2,0.0,0.0,0.0,0.0,0.0,3.0,8,6,6
89496,16,2,3,15,8,3,0,6,1,1,2,23,2,2,0.0,0.0,0.0,0.0,0.0,3.0,17,5,7
84280,16,2,1,17,3,3,0,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,23,1,6
33351,15,2,3,10,8,3,0,1,1,1,2,19,3,2,0.0,0.0,0.0,0.0,0.0,3.0,14,7,3
47318,16,2,3,17,6,3,0,1,1,1,2,26,2,2,0.0,0.0,0.0,0.0,0.0,2.0,15,2,4
548,15,2,3,10,10,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,3.0,14,3,1
184524,16,2,1,11,6,3,0,1,1,1,0,21,2,2,0.0,0.0,0.0,0.0,0.0,2.0,5,5,12
139560,4,2,1,7,8,3,0,1,0,0,2,17,7,2,0.0,0.0,0.0,0.0,0.0,3.0,19,1,10
102237,16,2,0,12,15,3,0,1,1,1,1,21,2,2,0.0,0.0,0.0,0.0,0.0,2.0,20,6,7
127501,4,2,3,10,8,3,0,1,0,0,2,36,3,3,1.0,0.0,0.0,1.0,0.0,4.0,16,2,9
79501,4,7,4,0,8,3,6,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,19,7,6
122679,16,2,1,0,6,3,0,1,1,1,1,18,2,2,0.0,0.0,0.0,0.0,0.0,3.0,4,4,9
174260,15,2,3,17,6,3,0,1,0,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,9,4,12
48993,16,2,3,0,2,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,5.0,11,2,4
153017,4,2,1,0,8,3,6,1,1,1,1,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,3,10
20892,16,10,3,15,8,3,4,1,1,1,1,23,2,2,0.0,0.0,0.0,0.0,0.0,2.0,10,7,2
141348,15,11,3,0,8,3,5,5,1,1,2,5,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,5,10
187949,4,2,1,17,3,3,6,1,1,1,1,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,18,6,12
153366,16,7,3,10,8,3,6,1,1,1,0,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,11,4,10
48831,16,2,1,15,3,3,0,1,0,1,2,17,2,1,1.0,0.0,1.0,0.0,0.0,2.0,19,6,4
123616,15,2,3,2,3,3,0,1,0,1,2,18,1,2,0.0,0.0,0.0,0.0,0.0,1.0,15,3,9
176086,16,2,3,15,8,3,0,1,1,1,2,26,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,7,12
170871,16,2,3,7,6,3,0,5,1,1,2,22,2,2,0.0,0.0,0.0,0.0,0.0,1.0,10,7,11
171150,16,2,3,17,8,3,0,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,4,11
12742,16,10,1,0,6,3,6,6,0,1,2,17,2,3,1.0,0.0,0.0,1.0,0.0,1.0,3,5,1
53678,16,2,3,10,6,3,0,6,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,3.0,15,1,4
154921,16,3,3,0,6,3,0,1,1,1,0,23,2,2,0.0,0.0,0.0,0.0,0.0,2.0,12,1,10
69508,16,7,3,14,2,3,6,1,0,1,2,12,2,3,1.0,0.0,0.0,1.0,0.0,1.0,8,6,5
104718,15,2,1,0,6,3,0,1,0,1,2,36,2,3,1.0,0.0,0.0,1.0,0.0,2.0,21,6,8
181406,15,2,3,17,8,3,0,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,3.0,8,2,12
27592,15,2,1,0,9,3,0,1,0,1,2,18,2,3,1.0,0.0,0.0,1.0,0.0,2.0,18,3,2
178509,4,2,3,10,2,3,0,5,0,0,2,19,2,3,3.0,0.0,0.0,3.0,0.0,1.0,11,5,12
152245,16,2,1,17,3,3,0,1,0,1,2,36,2,4,1.0,0.0,0.0,0.0,1.0,1.0,19,5,10
32069,15,2,3,10,10,3,0,5,1,1,0,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,10,7,3
159420,4,2,1,15,2,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,5.0,20,7,11
183199,16,2,1,13,8,3,0,5,1,1,2,21,3,2,0.0,0.0,0.0,0.0,0.0,5.0,1,6,12
140251,16,2,1,0,6,3,0,1,0,1,2,6,2,3,2.0,0.0,0.0,2.0,0.0,0.0,5,4,10
4935,16,2,1,14,8,3,0,1,1,1,1,6,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,4,1
29066,16,2,3,17,8,3,0,1,1,1,1,12,2,2,0.0,0.0,0.0,0.0,0.0,3.0,7,5,3
88905,16,2,3,17,8,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,10,3,7
145054,17,11,5,0,18,3,5,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,2,6,10
177984,16,7,1,17,8,3,6,1,0,1,1,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,20,6,12
141102,16,7,1,10,2,3,6,1,1,1,2,19,2,2,0.0,0.0,0.0,0.0,0.0,3.0,21,7,10
123165,4,2,3,10,6,3,0,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,3.0,16,3,9
129684,4,7,3,10,8,3,6,1,1,1,2,19,3,2,0.0,0.0,0.0,0.0,0.0,4.0,7,3,9
106461,4,2,3,0,8,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,11,5,8
168643,16,2,4,10,2,3,0,1,0,1,2,19,2,1,3.0,0.0,1.0,2.0,0.0,3.0,23,5,11
22131,4,2,3,17,8,3,0,1,1,0,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,6,2
40129,16,3,3,2,16,3,6,1,1,1,2,26,1,2,0.0,0.0,0.0,0.0,0.0,4.0,8,3,3
144623,16,2,1,10,2,3,0,1,1,1,1,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,21,5,10
158040,16,2,1,3,8,4,0,1,0,1,2,36,2,3,3.0,0.0,0.0,3.0,0.0,0.0,4,7,11
57259,15,7,3,0,15,3,6,1,0,0,2,5,2,3,2.0,0.0,0.0,2.0,0.0,1.0,14,3,5
11677,16,3,3,17,5,3,0,1,1,1,1,23,2,2,0.0,0.0,0.0,0.0,0.0,3.0,13,1,1
82511,16,2,3,17,8,3,0,1,0,1,2,23,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,3,6
21594,16,2,3,17,8,3,0,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,7,4,2
67441,15,2,1,10,2,3,0,1,1,1,0,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,22,2,5
73031,16,7,3,10,2,3,6,1,1,1,0,19,2,2,0.0,0.0,0.0,0.0,0.0,4.0,7,4,6
150274,16,2,3,15,6,3,0,1,1,1,2,22,2,2,0.0,0.0,0.0,0.0,0.0,2.0,7,3,10
122309,16,2,3,17,8,3,0,1,0,1,1,19,2,4,1.0,0.0,0.0,0.0,1.0,2.0,7,3,9
164659,16,2,3,17,8,3,0,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,12,5,11
728,16,2,3,15,10,3,0,1,1,1,2,17,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,5,1
97006,15,2,3,8,19,3,0,1,0,1,2,18,2,1,1.0,0.0,1.0,0.0,0.0,1.0,8,3,7
117169,15,2,3,0,6,3,0,5,0,1,2,18,2,3,3.0,0.0,0.0,3.0,0.0,3.0,19,1,8
11706,16,7,3,0,1,3,6,5,0,1,2,12,2,2,0.0,0.0,0.0,0.0,0.0,2.0,10,1,1
150111,16,2,0,0,18,3,0,1,0,1,2,6,2,3,1.0,0.0,0.0,1.0,0.0,1.0,1,7,10
107707,16,2,3,17,8,3,0,1,1,1,2,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,2,8
80260,16,2,3,15,6,3,0,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,3.0,13,6,6
32217,16,2,3,17,6,3,0,3,1,1,2,24,2,2,0.0,0.0,0.0,0.0,0.0,2.0,13,4,3
24202,16,2,1,0,8,3,0,1,0,1,2,6,2,2,0.0,0.0,0.0,0.0,0.0,3.0,3,7,2
142088,16,2,1,10,6,3,0,1,1,1,2,6,2,2,0.0,0.0,0.0,0.0,0.0,4.0,23,1,10
45868,16,2,3,10,2,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,2,4
165582,16,2,3,10,6,3,0,1,1,1,1,19,2,2,0.0,0.0,0.0,0.0,0.0,3.0,6,4,11
163538,16,7,3,0,6,3,6,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,5,11
38165,16,2,1,17,2,3,0,1,1,1,1,18,2,2,0.0,0.0,0.0,0.0,0.0,4.0,23,6,3
26985,16,7,1,9,6,3,6,6,0,1,2,36,2,3,1.0,0.0,0.0,1.0,0.0,1.0,23,6,2
139688,15,2,3,15,10,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,9,3,10
24277,4,2,3,17,3,3,0,5,0,1,2,36,2,3,1.0,0.0,0.0,1.0,0.0,1.0,15,1,2
46177,15,2,3,0,16,3,0,1,0,1,2,18,2,3,3.0,0.0,0.0,3.0,0.0,1.0,17,1,4
35651,16,11,5,17,8,3,5,5,1,1,0,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,21,4,3
63630,17,11,5,0,1,3,5,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,13,4,5
137406,16,2,3,17,6,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,5.0,19,6,9
133306,16,2,3,15,8,3,0,1,0,0,2,23,2,4,2.0,0.0,0.0,0.0,2.0,1.0,12,4,9
16011,17,2,3,15,8,3,0,5,1,1,0,18,2,2,0.0,0.0,0.0,0.0,0.0,3.0,13,7,2
77024,15,2,3,10,8,3,0,1,1,1,2,19,2,2,0.0,0.0,0.0,0.0,0.0,3.0,12,7,6
34914,4,2,3,17,10,3,0,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,10,5,3
64418,4,2,3,10,10,3,0,1,0,1,1,17,2,4,1.0,0.0,0.0,0.0,1.0,1.0,14,4,5
50537,16,2,3,17,3,3,0,1,0,1,2,6,2,2,0.0,0.0,0.0,0.0,0.0,4.0,16,3,4
12000,15,2,3,0,8,3,0,1,1,1,1,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,13,6,1
26726,4,2,3,17,8,3,0,1,1,0,1,12,2,2,0.0,0.0,0.0,0.0,0.0,3.0,15,2,2
139649,16,2,3,17,8,3,0,1,1,1,2,24,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,3,10
69076,15,2,3,7,6,3,0,5,0,1,2,24,3,2,0.0,0.0,0.0,0.0,0.0,2.0,8,6,5
82210,16,3,3,17,10,3,0,1,1,1,2,23,2,2,0.0,0.0,0.0,0.0,0.0,2.0,9,5,6
177425,16,7,4,9,6,3,6,5,0,1,0,6,2,3,1.0,0.0,0.0,1.0,0.0,1.0,16,6,12
145902,4,2,1,17,8,3,0,1,1,1,2,26,2,2,0.0,0.0,0.0,0.0,0.0,1.0,21,2,10
40172,16,7,1,0,10,3,6,1,0,1,2,6,2,2,0.0,0.0,0.0,0.0,0.0,3.0,1,3,3
141053,15,2,3,0,8,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,7,10
98300,15,7,1,0,8,3,6,1,1,1,2,5,2,2,0.0,0.0,0.0,0.0,0.0,2.0,23,7,7
133730,4,2,1,17,15,3,0,1,0,1,2,11,2,2,0.0,0.0,0.0,0.0,0.0,2.0,5,3,9
46384,16,7,3,10,2,4,6,1,1,1,0,39,3,2,0.0,0.0,0.0,0.0,0.0,5.0,15,4,4
37593,15,2,3,0,2,3,0,1,1,1,2,8,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,3,3
9378,15,3,3,17,6,3,0,1,0,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,3.0,12,3,1
155803,16,2,1,10,2,3,0,1,0,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,3,5,11
134136,16,2,3,17,8,3,0,1,1,1,2,24,2,2,0.0,0.0,0.0,0.0,0.0,2.0,13,6,9
147154,16,2,1,0,6,3,0,1,0,1,2,6,2,2,0.0,0.0,0.0,0.0,0.0,4.0,21,7,10
56201,15,2,3,10,8,3,0,1,1,1,1,19,2,2,0.0,0.0,0.0,0.0,0.0,3.0,17,6,5
117300,16,2,3,15,2,3,0,1,0,1,2,17,2,4,2.0,0.0,0.0,0.0,2.0,1.0,8,1,8
8370,4,10,3,10,15,3,4,1,0,0,2,17,2,2,0.0,0.0,0.0,0.0,0.0,2.0,11,1,1
84196,16,2,1,10,10,3,0,1,1,1,1,19,2,2,0.0,0.0,0.0,0.0,0.0,5.0,23,6,6
67901,16,2,1,10,2,3,0,1,0,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,2,3,5
61818,15,2,3,10,8,3,0,1,1,1,2,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,7,4,5
57725,15,7,3,15,10,3,6,1,1,1,1,23,2,2,0.0,0.0,0.0,0.0,0.0,2.0,12,3,5
89643,16,2,1,17,8,3,0,1,0,1,1,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,21,1,7
102972,16,2,3,17,2,3,0,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,13,3,7
79112,16,2,3,17,6,3,0,5,0,1,2,12,2,3,1.0,0.0,0.0,1.0,0.0,2.0,17,3,6
32413,15,2,3,0,6,3,0,1,0,1,2,6,2,3,1.0,0.0,0.0,1.0,0.0,1.0,10,7,3
47005,2,2,3,0,6,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,3,4
58724,15,7,1,17,6,3,6,5,0,1,2,18,2,3,2.0,0.0,0.0,2.0,0.0,0.0,8,5,5
68045,16,2,3,15,8,3,0,5,1,0,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,6,5
175916,4,11,5,15,19,3,5,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,18,7,12
62982,17,2,3,17,8,3,0,1,1,1,0,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,1,5
165427,16,7,3,10,8,3,6,1,1,1,1,39,2,2,0.0,0.0,0.0,0.0,0.0,2.0,12,7,11
165487,16,2,1,17,8,3,0,1,1,1,2,6,2,2,0.0,0.0,0.0,0.0,0.0,2.0,23,1,11
165576,16,2,0,17,2,3,0,1,0,1,2,6,3,2,0.0,0.0,0.0,0.0,0.0,3.0,17,4,11
63203,16,3,3,17,3,3,0,1,1,1,2,22,2,2,0.0,0.0,0.0,0.0,0.0,2.0,10,3,5
66035,16,2,3,15,3,3,0,1,1,1,1,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,7,2,5
67142,16,2,3,17,8,3,0,3,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,4,5
103723,16,2,3,10,3,3,0,1,1,1,1,17,2,2,0.0,0.0,0.0,0.0,0.0,4.0,21,7,7
111356,16,2,3,17,1,3,0,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,4,8
1885,15,7,3,0,8,3,0,1,0,1,2,18,2,3,1.0,0.0,0.0,1.0,0.0,1.0,13,7,1
96796,16,2,1,10,8,3,0,1,1,1,1,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,21,7,7
68880,16,2,3,17,10,3,0,5,1,1,2,19,2,2,0.0,0.0,0.0,0.0,0.0,6.0,16,4,5
147896,16,2,1,10,10,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,20,4,10
151674,15,2,1,0,8,3,0,1,0,1,2,18,2,1,3.0,0.0,2.0,1.0,0.0,0.0,21,5,10
185298,4,10,3,17,8,3,4,1,1,1,1,12,2,2,0.0,0.0,0.0,0.0,0.0,3.0,12,1,12
2022,15,2,3,17,3,3,0,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,6,1
161350,17,11,5,10,17,3,5,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,22,4,11
21879,16,2,3,10,10,3,4,2,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,9,2,2
113651,16,2,1,10,8,3,0,1,0,1,2,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,0,1,8
133483,16,2,3,0,6,3,0,1,0,1,2,6,2,3,1.0,0.0,0.0,1.0,0.0,2.0,11,7,9
41095,16,7,1,0,2,3,6,5,0,1,2,18,2,3,1.0,0.0,0.0,1.0,0.0,1.0,19,6,3
41949,16,2,0,15,11,3,0,1,1,1,1,23,2,2,0.0,0.0,0.0,0.0,0.0,2.0,22,1,3
74878,16,2,1,0,6,3,0,1,0,1,2,6,2,4,1.0,0.0,0.0,0.0,1.0,1.0,22,3,6
58089,4,2,3,17,2,3,0,1,1,1,1,18,2,2,0.0,0.0,0.0,0.0,0.0,5.0,8,1,5
78977,16,2,3,8,3,3,0,1,0,1,2,26,2,3,1.0,0.0,0.0,1.0,0.0,3.0,17,1,6
118472,4,2,3,13,0,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,13,6,8
166207,15,11,5,0,2,3,5,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,3.0,1,6,11
109757,4,2,3,10,8,3,0,1,1,1,1,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,19,1,8
88505,15,2,1,15,6,3,0,1,0,1,2,22,2,2,0.0,0.0,0.0,0.0,0.0,5.0,23,5,7
113100,4,2,3,0,12,3,0,1,0,1,1,21,2,4,1.0,0.0,0.0,0.0,1.0,2.0,14,7,8
5050,16,2,3,10,2,3,0,1,1,1,0,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,6,1
70440,16,2,1,17,6,3,0,5,0,1,2,6,2,2,0.0,0.0,0.0,0.0,0.0,4.0,21,7,5
69857,15,2,1,0,10,3,0,1,0,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,22,5,5
112772,16,2,4,10,8,3,0,1,1,1,1,12,2,2,0.0,0.0,0.0,0.0,0.0,2.0,19,3,8
116550,15,2,3,17,6,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,5,8
97899,16,2,3,17,2,3,0,1,0,1,2,36,2,4,1.0,0.0,0.0,0.0,1.0,2.0,15,3,7
