crash_date,traffic_control_device,weather_condition,lighting_condition,first_crash_type,trafficway_type,alignment,roadway_surface_cond,road_defect,crash_type,intersection_related_i,damage,prim_contributory_cause,num_units,most_severe_injury,injuries_total,injuries_fatal,injuries_incapacitating,injuries_non_incapacitating,injuries_reported_not_evident,injuries_no_indication,crash_hour,crash_day_of_week,crash_month
119256,15,2,3,17,8,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,3,8
33740,16,2,3,17,1,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,13,3,3
38865,4,11,5,7,10,3,5,1,0,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1,5,3
187451,16,7,1,10,6,3,6,1,1,1,2,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,23,5,12
44987,16,2,3,10,2,3,0,1,0,1,2,17,2,3,4.0,0.0,0.0,1.0,3.0,0.0,16,7,4
112143,16,2,3,10,2,3,0,5,1,1,1,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,1,8
182922,4,2,3,2,8,3,0,2,0,1,2,8,1,3,1.0,0.0,0.0,1.0,0.0,0.0,8,3,12
181573,15,2,3,17,6,3,0,1,0,1,2,5,2,2,0.0,0.0,0.0,0.0,0.0,3.0,12,5,12
71499,16,2,3,9,15,3,0,1,0,1,0,18,2,3,1.0,0.0,0.0,1.0,0.0,1.0,18,2,5
6311,15,10,4,0,8,3,6,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,3.0,16,6,1
149655,16,2,3,17,6,3,0,1,0,1,1,17,2,3,1.0,0.0,0.0,1.0,0.0,1.0,16,2,10
54579,16,2,1,15,8,3,0,1,1,1,2,22,2,2,0.0,0.0,0.0,0.0,0.0,2.0,22,6,4
116558,16,2,2,15,12,3,0,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,5,5,8
23453,15,2,1,0,16,4,0,1,0,1,2,17,2,4,1.0,0.0,0.0,0.0,1.0,2.0,20,1,2
131192,16,2,3,15,6,3,5,5,1,1,2,22,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,5,9
183533,4,2,3,7,15,3,6,1,1,1,2,12,2,2,0.0,0.0,0.0,0.0,0.0,1.0,6,6,12
75337,16,2,0,0,15,3,0,1,0,1,2,6,2,1,5.0,0.0,1.0,4.0,0.0,2.0,23,3,6
46586,16,11,5,15,19,3,5,5,1,1,0,36,2,2,0.0,0.0,0.0,0.0,0.0,3.0,15,2,4
59865,16,7,3,17,1,3,6,1,1,0,2,24,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,2,5
43004,16,2,3,10,2,3,6,1,0,0,2,19,2,3,2.0,0.0,0.0,2.0,0.0,2.0,22,7,4
54595,15,2,1,17,8,3,0,1,0,0,2,18,2,2,0.0,0.0,0.0,0.0,0.0,3.0,1,7,4
115324,16,2,1,17,15,3,0,1,0,1,2,6,2,2,0.0,0.0,0.0,0.0,0.0,2.0,22,7,8
94567,16,7,3,10,2,3,6,5,1,1,2,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,13,7,7
170065,4,2,1,0,3,3,0,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,3.0,17,3,11
100545,17,11,5,15,8,3,5,5,1,0,1,36,2,2,0.0,0.0,0.0,0.0,0.0,4.0,14,2,7
138536,16,2,3,9,6,3,0,1,0,1,1,36,2,3,1.0,0.0,0.0,1.0,0.0,1.0,14,1,10
36289,16,2,3,10,8,3,0,1,1,1,1,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,1,3
84412,16,2,3,10,2,3,0,2,0,1,2,19,3,2,0.0,0.0,0.0,0.0,0.0,6.0,9,4,6
102829,16,2,3,17,6,3,0,1,0,1,2,18,2,3,2.0,0.0,0.0,2.0,0.0,0.0,17,2,7
109739,15,2,1,17,8,3,0,1,0,1,2,17,2,2,0.0,0.0,0.0,0.0,0.0,4.0,3,1,8
148473,16,7,3,17,6,3,6,5,0,1,2,24,2,3,1.0,0.0,0.0,1.0,0.0,1.0,17,5,10
110592,15,2,3,17,10,3,0,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,9,5,8
180312,16,2,3,17,15,3,0,1,1,1,1,6,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,1,12
186685,16,2,3,17,6,3,0,1,0,1,2,6,2,2,0.0,0.0,0.0,0.0,0.0,2.0,12,6,12
24075,16,7,3,17,10,3,6,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,13,4,2
135130,4,2,1,17,8,3,0,1,0,0,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,23,1,9
42317,16,2,3,17,3,3,0,1,1,1,0,23,2,2,0.0,0.0,0.0,0.0,0.0,3.0,16,1,4
84167,16,3,3,17,2,3,0,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,9,1,6
14253,4,2,1,9,8,3,0,1,0,1,2,36,2,1,1.0,0.0,1.0,0.0,0.0,1.0,20,3,1
490,16,2,3,0,2,3,0,1,0,1,2,6,2,2,0.0,0.0,0.0,0.0,0.0,2.0,9,4,1
173508,16,2,1,17,6,3,0,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,20,6,12
35086,4,10,1,17,2,3,4,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,18,2,3
166673,16,11,5,17,8,3,5,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,6.0,16,6,11
61227,15,2,1,0,10,3,0,1,0,1,2,5,2,4,2.0,0.0,0.0,0.0,2.0,0.0,23,7,5
162188,16,11,5,10,8,3,5,5,1,1,1,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,6,11
188661,16,7,3,17,10,3,6,1,1,1,2,26,2,2,0.0,0.0,0.0,0.0,0.0,2.0,15,2,12
10309,16,2,3,9,2,4,6,5,0,1,0,18,2,3,1.0,0.0,0.0,1.0,0.0,1.0,9,5,1
111322,16,11,4,15,8,3,5,5,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,19,2,8
101094,4,2,1,6,8,3,0,1,0,1,2,36,1,2,0.0,0.0,0.0,0.0,0.0,1.0,20,3,7
27350,16,2,1,15,6,3,0,1,1,1,2,22,2,2,0.0,0.0,0.0,0.0,0.0,2.0,18,5,2
41444,16,2,3,0,8,3,0,1,0,1,2,36,2,1,1.0,0.0,1.0,0.0,0.0,3.0,8,6,3
54648,4,10,0,15,6,3,6,5,1,1,2,23,2,2,0.0,0.0,0.0,0.0,0.0,2.0,1,1,4
117234,16,2,1,17,1,3,0,1,0,1,2,18,2,4,2.0,0.0,0.0,0.0,2.0,0.0,2,7,8
22509,15,2,3,17,11,3,0,1,1,1,2,26,2,2,0.0,0.0,0.0,0.0,0.0,2.0,9,6,2
163153,16,2,3,10,8,3,0,1,1,1,1,19,2,2,0.0,0.0,0.0,0.0,0.0,3.0,12,4,11
115505,16,2,3,17,8,3,0,1,1,1,2,24,2,2,0.0,0.0,0.0,0.0,0.0,2.0,19,3,8
155780,17,11,3,0,8,3,0,1,0,0,0,26,2,4,1.0,0.0,0.0,0.0,1.0,2.0,9,4,11
40162,15,2,3,10,8,3,0,1,1,1,1,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,2,3
137815,17,2,3,0,6,3,0,5,0,1,2,26,2,3,2.0,0.0,0.0,2.0,0.0,2.0,15,5,10
114316,16,2,3,0,6,3,0,1,0,1,2,17,3,3,4.0,0.0,0.0,4.0,0.0,1.0,18,6,8
156859,15,2,3,0,6,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,3.0,10,7,11
168134,15,7,3,10,8,3,6,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,4,11
186566,15,7,3,9,2,3,6,1,0,1,0,18,2,1,1.0,0.0,1.0,0.0,0.0,1.0,16,5,12
17719,16,2,3,9,15,3,0,1,0,1,0,36,2,3,1.0,0.0,0.0,1.0,0.0,1.0,8,2,2
2971,4,2,1,7,10,3,5,1,1,1,2,16,3,2,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1
2786,16,3,1,0,8,3,6,1,0,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,20,6,1
113392,16,2,1,2,2,3,0,1,0,1,2,36,1,2,0.0,0.0,0.0,0.0,0.0,1.0,23,5,8
67900,16,2,3,17,8,3,0,1,1,1,0,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,3,5
59383,16,2,2,10,2,3,0,1,0,1,2,36,3,4,1.0,0.0,0.0,0.0,1.0,3.0,5,1,5
78917,4,2,1,17,2,3,0,1,1,1,2,23,2,2,0.0,0.0,0.0,0.0,0.0,2.0,20,6,6
143583,15,2,2,9,10,3,6,5,0,1,2,5,2,3,1.0,0.0,0.0,1.0,0.0,1.0,18,6,10
129320,16,2,1,17,6,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,20,6,9
172380,16,5,1,17,8,3,6,1,1,1,2,19,2,2,0.0,0.0,0.0,0.0,0.0,3.0,21,1,12
140894,15,7,3,10,6,3,6,5,0,0,1,38,2,4,1.0,0.0,0.0,0.0,1.0,2.0,17,6,10
162847,16,2,3,17,2,3,0,1,1,1,0,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,1,11
101555,4,2,3,9,8,3,0,1,0,1,1,36,2,3,1.0,0.0,0.0,1.0,0.0,1.0,15,3,7
12368,16,2,1,17,1,3,0,1,0,1,2,37,2,2,0.0,0.0,0.0,0.0,0.0,2.0,22,3,1
92193,4,2,3,0,10,3,0,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,4.0,8,6,7
70532,15,2,3,15,8,3,0,1,1,0,1,18,2,2,0.0,0.0,0.0,0.0,0.0,3.0,18,2,5
169430,15,7,3,3,6,3,6,1,0,1,2,36,2,1,1.0,0.0,1.0,0.0,0.0,2.0,9,5,11
10628,15,2,3,17,8,3,6,1,1,1,2,24,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,3,1
163617,15,2,3,0,8,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,4,11
115414,16,2,3,0,6,3,0,1,0,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,15,2,8
143221,16,2,4,9,6,3,0,5,0,1,2,24,2,1,1.0,0.0,1.0,0.0,0.0,3.0,18,3,10
132204,16,2,1,0,6,3,0,1,0,1,2,6,2,4,4.0,0.0,0.0,0.0,4.0,2.0,21,3,9
130323,16,2,3,15,8,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,6,9
25199,15,2,1,0,6,3,0,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,19,5,2
182691,15,2,3,17,8,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,5,12
75117,4,2,4,10,8,3,0,1,1,1,2,28,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,6,6
19115,15,7,2,9,10,3,6,1,0,1,2,18,2,3,1.0,0.0,0.0,1.0,0.0,1.0,18,5,2
68253,16,2,3,17,8,3,0,1,1,1,2,22,2,2,0.0,0.0,0.0,0.0,0.0,2.0,12,6,5
151000,16,7,1,9,8,3,6,1,0,1,0,39,2,1,1.0,0.0,1.0,0.0,0.0,1.0,18,3,10
12558,15,2,0,10,6,3,0,1,1,1,2,17,2,2,0.0,0.0,0.0,0.0,0.0,4.0,2,1,1
75092,16,2,3,17,8,3,0,1,1,1,2,24,2,2,0.0,0.0,0.0,0.0,0.0,2.0,13,6,6
121803,15,7,4,0,6,3,6,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,3,9
174018,15,2,3,15,8,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,3.0,11,6,12
45315,15,7,3,17,8,3,6,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,1,4
63240,15,2,3,0,6,3,0,5,0,1,2,18,2,4,1.0,0.0,0.0,0.0,1.0,1.0,16,4,5
95259,16,2,3,10,8,3,0,1,0,1,2,6,3,2,0.0,0.0,0.0,0.0,0.0,3.0,16,5,7
166989,16,11,3,0,6,3,5,5,0,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,12,4,11
26422,16,2,1,10,6,4,0,5,1,1,0,17,2,2,0.0,0.0,0.0,0.0,0.0,2.0,6,5,2
43589,16,7,3,9,8,3,6,1,0,1,2,18,2,3,1.0,0.0,0.0,1.0,0.0,1.0,9,4,4
105012,4,2,3,17,2,3,6,6,0,0,2,36,2,4,1.0,0.0,0.0,0.0,1.0,1.0,6,6,8
66623,16,2,1,17,3,3,0,1,1,1,2,24,2,2,0.0,0.0,0.0,0.0,0.0,2.0,10,3,5
112133,16,2,3,0,8,3,0,1,0,1,2,6,2,2,0.0,0.0,0.0,0.0,0.0,3.0,13,1,8
111703,16,2,3,17,2,3,0,1,0,1,2,6,3,3,2.0,0.0,0.0,2.0,0.0,3.0,15,1,8
32678,15,3,3,10,10,3,0,1,1,1,2,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,15,4,3
51544,4,2,3,7,0,3,0,1,1,0,2,21,2,2,0.0,0.0,0.0,0.0,0.0,1.0,18,6,4
140207,15,2,3,0,2,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,3,10
34418,17,2,3,15,2,3,0,1,1,1,1,22,2,2,0.0,0.0,0.0,0.0,0.0,4.0,9,4,3
159865,16,2,3,10,2,3,0,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,3.0,15,6,11
84023,15,2,3,8,6,3,0,1,1,1,0,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,7,5,6
109785,17,11,5,10,2,3,5,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,13,6,8
121778,4,2,1,17,8,3,0,1,0,1,2,22,2,3,1.0,0.0,0.0,1.0,0.0,2.0,5,3,9
126077,16,2,3,0,11,3,0,1,0,1,2,6,2,4,2.0,0.0,0.0,0.0,2.0,1.0,6,2,9
173432,16,2,3,17,8,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,5.0,13,5,12
11264,15,2,3,0,2,3,0,1,0,1,2,5,2,3,1.0,0.0,0.0,1.0,0.0,1.0,11,7,1
19674,16,2,1,10,8,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,3,7,2
98701,15,11,5,17,15,3,5,5,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,12,1,7
159475,15,2,1,0,8,3,0,1,0,1,2,5,2,2,0.0,0.0,0.0,0.0,0.0,1.0,18,1,11
177386,4,2,3,7,15,3,0,1,0,1,2,12,2,2,0.0,0.0,0.0,0.0,0.0,1.0,8,5,12
98236,15,2,3,17,2,3,5,5,1,1,2,24,2,2,0.0,0.0,0.0,0.0,0.0,5.0,13,7,7
156511,4,2,2,10,3,3,0,1,1,0,2,19,3,2,0.0,0.0,0.0,0.0,0.0,6.0,17,7,11
104516,4,2,3,17,10,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,13,3,8
138426,4,2,3,17,15,3,0,1,1,1,2,12,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,6,10
65021,4,2,3,8,6,3,0,1,0,1,1,18,2,3,1.0,0.0,0.0,1.0,0.0,1.0,6,7,5
145515,15,7,3,0,6,3,6,5,0,1,2,5,2,2,0.0,0.0,0.0,0.0,0.0,3.0,8,5,10
92591,4,2,3,17,8,3,0,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,6.0,12,4,7
97344,16,2,4,8,6,3,0,1,1,1,0,6,2,2,0.0,0.0,0.0,0.0,0.0,2.0,20,1,7
113198,16,7,3,10,18,3,6,1,1,1,2,39,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,1,8
152302,15,2,1,9,2,3,0,1,0,1,0,36,2,3,1.0,0.0,0.0,1.0,0.0,1.0,18,6,10
144164,16,2,1,17,2,3,0,1,0,1,2,6,2,4,1.0,0.0,0.0,0.0,1.0,2.0,22,6,10
44320,16,2,3,15,2,3,6,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,11,2,4
69455,16,2,3,8,10,3,0,1,0,1,2,17,2,4,1.0,0.0,0.0,0.0,1.0,1.0,12,5,5
153424,16,7,5,10,8,3,6,1,0,1,2,13,2,2,0.0,0.0,0.0,0.0,0.0,2.0,5,7,10
159936,16,2,3,10,8,3,0,1,0,1,2,12,2,2,0.0,0.0,0.0,0.0,0.0,2.0,12,6,11
137824,16,7,3,0,2,3,6,1,0,1,2,6,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,5,10
36875,16,2,1,17,2,3,6,1,1,1,1,17,2,2,0.0,0.0,0.0,0.0,0.0,2.0,19,5,3
14423,16,10,1,10,1,3,4,1,1,1,2,39,2,2,0.0,0.0,0.0,0.0,0.0,5.0,23,7,1
64695,15,7,3,8,6,3,6,1,0,1,1,18,2,1,1.0,0.0,1.0,0.0,0.0,1.0,14,7,5
110410,15,2,3,10,8,3,0,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,11,1,8
113397,16,3,3,15,15,3,5,5,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,12,5,8
84220,4,2,1,0,12,3,0,1,1,1,2,21,2,2,0.0,0.0,0.0,0.0,0.0,2.0,21,7,6
33547,4,2,1,17,8,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,22,5,3
69848,16,11,2,0,6,3,0,1,0,1,1,2,2,2,0.0,0.0,0.0,0.0,0.0,2.0,18,5,5
71603,16,2,3,15,10,3,0,1,1,1,1,22,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,4,5
11628,16,7,1,9,8,3,6,1,0,1,0,18,2,4,1.0,0.0,0.0,0.0,1.0,1.0,18,6,1
11526,16,2,3,17,8,3,0,1,1,1,1,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,5,1
31644,16,2,1,17,15,3,0,1,1,1,1,28,2,2,0.0,0.0,0.0,0.0,0.0,3.0,1,2,3
6031,15,2,1,17,8,3,6,1,1,1,2,24,2,2,0.0,0.0,0.0,0.0,0.0,2.0,2,7,1
24152,4,2,1,7,8,3,0,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,19,5,2
133080,15,2,3,8,8,3,5,5,0,1,1,5,2,3,1.0,0.0,0.0,1.0,0.0,2.0,10,7,9
88848,16,2,3,15,8,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,4.0,13,3,7
121810,4,11,5,7,8,3,5,5,1,0,2,36,2,2,0.0,0.0,0.0,0.0,0.0,1.0,8,3,9
140796,16,7,3,10,8,3,6,1,1,1,0,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,5,10
18815,16,10,1,17,8,3,4,1,1,1,1,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,19,6,2
2902,15,10,3,0,6,3,4,1,1,1,2,18,3,2,0.0,0.0,0.0,0.0,0.0,4.0,7,2,1
16529,15,2,3,0,10,3,6,6,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,10,2,2
102110,15,2,3,17,8,4,6,4,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,7,4,7
101667,4,2,3,10,6,3,0,1,1,1,0,36,2,2,0.0,0.0,0.0,0.0,0.0,3.0,10,4,7
88548,15,2,3,8,8,3,0,1,0,1,0,36,2,3,1.0,0.0,0.0,1.0,0.0,1.0,19,6,7
115253,15,2,3,0,6,3,0,1,0,1,2,5,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,5,8
141364,16,2,3,17,6,3,0,1,1,1,2,17,2,2,0.0,0.0,0.0,0.0,0.0,3.0,18,5,10
137823,16,11,5,10,6,3,5,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,3.0,16,5,10
89409,16,2,3,0,8,3,0,1,0,1,2,6,2,2,0.0,0.0,0.0,0.0,0.0,2.0,13,4,7
86283,15,2,3,17,8,3,0,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,15,5,6
9059,16,10,1,10,8,3,4,5,1,1,2,12,2,2,0.0,0.0,0.0,0.0,0.0,4.0,4,5,1
36464,15,2,1,17,15,3,0,1,0,1,2,18,3,2,0.0,0.0,0.0,0.0,0.0,3.0,18,5,3
30536,16,2,1,15,10,0,0,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,20,2,3
74115,16,2,1,17,6,3,5,1,1,1,1,6,2,2,0.0,0.0,0.0,0.0,0.0,2.0,21,6,6
76283,16,2,3,10,3,3,0,1,0,1,2,22,5,1,2.0,0.0,1.0,1.0,0.0,5.0,17,4,6
27363,6,2,3,8,2,3,0,1,0,1,0,32,2,3,1.0,0.0,0.0,1.0,0.0,1.0,8,5,2
30470,16,3,3,17,8,3,5,5,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,7,3,3
121385,15,2,4,0,6,3,0,1,0,1,2,18,2,3,1.0,0.0,0.0,1.0,0.0,1.0,18,5,9
38834,16,2,3,15,6,3,0,1,1,1,2,22,2,2,0.0,0.0,0.0,0.0,0.0,4.0,17,7,3
93662,15,2,1,17,15,3,0,1,1,1,0,36,2,2,0.0,0.0,0.0,0.0,0.0,5.0,2,1,7
166079,16,7,3,17,8,3,6,1,0,1,2,23,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,3,11
67385,16,2,1,17,6,3,5,5,0,1,2,18,2,4,1.0,0.0,0.0,0.0,1.0,2.0,22,1,5
80185,16,2,3,17,8,3,0,1,0,1,1,18,2,3,1.0,0.0,0.0,1.0,0.0,9.0,13,5,6
147585,4,2,3,0,8,3,0,1,1,1,1,17,2,2,0.0,0.0,0.0,0.0,0.0,2.0,11,5,10
137993,15,2,3,17,6,3,0,1,1,1,1,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,9,7,10
147076,15,2,4,10,8,2,0,1,1,1,0,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,5,10
54922,15,2,3,0,6,3,0,1,0,1,2,36,2,3,2.0,0.0,0.0,2.0,0.0,2.0,8,6,4
88625,16,2,3,10,15,3,0,1,1,1,2,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,7,7
98170,16,2,3,15,2,3,0,1,1,1,0,23,2,2,0.0,0.0,0.0,0.0,0.0,2.0,10,5,7
153653,16,7,1,17,19,3,6,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,19,5,10
138039,16,2,1,0,6,3,0,5,0,1,2,3,2,3,1.0,0.0,0.0,1.0,0.0,1.0,3,1,10
132179,15,2,3,17,8,3,0,1,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,18,3,9
120072,16,2,3,9,3,3,0,1,0,1,2,36,2,3,1.0,0.0,0.0,1.0,0.0,1.0,10,6,8
38437,15,11,3,0,3,3,0,5,1,1,1,26,2,2,0.0,0.0,0.0,0.0,0.0,2.0,13,4,3
128239,16,2,0,15,6,3,0,5,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,1,7,9
51235,16,2,3,10,2,3,0,1,1,1,2,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,6,4
106911,16,2,1,0,18,3,0,1,0,1,2,6,2,2,0.0,0.0,0.0,0.0,0.0,4.0,22,5,8
78982,16,2,3,2,8,3,0,1,1,1,0,36,1,2,0.0,0.0,0.0,0.0,0.0,1.0,18,1,6
160014,16,2,3,0,2,3,0,1,0,1,2,17,2,3,1.0,0.0,0.0,1.0,0.0,1.0,6,2,11
30102,16,2,0,10,2,3,0,5,1,1,2,28,2,2,0.0,0.0,0.0,0.0,0.0,2.0,5,2,3
135748,16,2,3,17,8,3,0,5,1,1,0,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,4,9
144771,4,2,3,0,10,3,0,1,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,12,7,10
9957,4,2,3,0,8,3,0,1,1,0,2,17,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,7,1
52276,16,2,3,10,10,3,0,1,1,1,2,17,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,6,4
90530,16,2,3,10,6,3,0,1,1,1,0,19,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,7,7
62480,16,2,3,15,8,3,0,5,1,1,0,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,18,7,5
26463,16,10,3,10,2,3,6,1,1,1,2,19,2,2,0.0,0.0,0.0,0.0,0.0,4.0,17,6,2
62975,4,2,1,2,2,3,5,5,0,1,2,36,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0,7,5
159112,16,11,5,0,6,3,5,5,1,1,2,12,2,2,0.0,0.0,0.0,0.0,0.0,2.0,16,4,11
26903,16,10,3,17,8,3,4,1,0,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,8,4,2
150460,16,2,1,2,3,3,0,1,0,1,2,37,1,2,0.0,0.0,0.0,0.0,0.0,1.0,5,3,10
96665,15,2,3,17,8,3,0,1,0,1,2,18,3,2,0.0,0.0,0.0,0.0,0.0,4.0,8,4,7
142869,16,7,3,17,2,3,6,1,0,1,2,24,2,3,1.0,0.0,0.0,1.0,0.0,2.0,15,4,10
162118,15,2,1,13,6,3,0,5,0,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,5,11
117721,16,7,1,0,1,3,6,3,0,1,2,6,2,4,3.0,0.0,0.0,0.0,3.0,2.0,2,7,8
7267,16,2,1,0,6,3,6,1,0,1,2,6,2,3,3.0,0.0,0.0,2.0,1.0,0.0,16,6,1
174058,16,2,0,0,15,3,0,1,0,1,2,36,2,4,1.0,0.0,0.0,0.0,1.0,4.0,17,7,12
151318,15,2,3,10,6,3,0,5,1,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,2,10
155221,17,2,1,9,3,3,0,1,0,1,0,26,2,3,1.0,0.0,0.0,1.0,0.0,1.0,19,4,10
142986,16,2,1,10,8,3,0,1,1,1,1,36,2,2,0.0,0.0,0.0,0.0,0.0,4.0,21,5,10
31954,16,2,3,15,8,3,0,1,1,1,2,22,2,2,0.0,0.0,0.0,0.0,0.0,3.0,16,6,3
31542,15,2,4,0,8,4,0,5,0,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,17,6,3
145541,16,2,1,0,6,3,0,1,0,1,2,36,2,2,0.0,0.0,0.0,0.0,0.0,4.0,2,6,10
112260,4,2,3,14,13,5,5,5,1,0,2,21,2,2,0.0,0.0,0.0,0.0,0.0,2.0,14,3,8
166425,16,7,1,8,6,3,6,5,0,1,0,36,2,3,1.0,0.0,0.0,1.0,0.0,2.0,5,3,11
111841,4,2,3,0,6,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,3.0,19,3,8
74775,16,7,3,17,8,3,6,5,1,1,2,26,2,2,0.0,0.0,0.0,0.0,0.0,4.0,7,2,6
93427,16,2,1,10,15,3,0,1,0,1,2,17,2,2,0.0,0.0,0.0,0.0,0.0,4.0,0,5,7
130164,15,2,3,17,2,3,0,1,1,1,1,36,3,2,0.0,0.0,0.0,0.0,0.0,3.0,12,2,9
48846,4,2,3,0,8,3,0,1,1,1,2,18,2,2,0.0,0.0,0.0,0.0,0.0,2.0,12,6,4
