Scaling,Model,RMSE_train,RMSE_test,MAE_train,MAE_test,R2_train,R2_test,MAPE_train,MAPE_test
No Scaling (Baseline),Persistence,31.920752904958515,34.957332573741105,22.83588498879761,25.095637583892618,0.6712503794058209,0.6432732473967634,0.2504624624985837,0.26867973076665946
No Scaling (Baseline),Linear Regression,55.482030618843794,58.569783555796604,46.85055859640859,51.33322944166224,0.006829747826594623,-0.0013971381844173347,0.6510922807092279,0.7373370877659667
StandardScaler (Z-Score),Persistence,0.5700988822758768,0.6243316467808047,0.4078447819403309,0.4482035551973225,0.6712503794058209,0.6432732473967634,2.3909252127988307,2.1287653784488407
StandardScaler (Z-Score),Linear Regression,0.9908990472867397,1.0460457571197463,0.8367425157338321,0.9168022074992095,0.006829747826594512,-0.0013971381844173347,1.188428881685392,1.3892911990741175
MinMaxScaler (0-1),Persistence,0.12372384846883144,0.13549353710752365,0.08851118212712251,0.09726991311586285,0.6712503794058209,0.6432732473967634,0.42428474860982635,0.5092581162972833
MinMaxScaler (0-1),Linear Regression,0.2150466303055961,0.22701466494494807,0.1815913123891806,0.1989660055878381,0.006829747826594512,-0.0013971381844173347,1.337880951585504,1.7167420070184352
