Configuration,Model,MSE,MAE,R2
FirstOrder,Persistence,21.435282,3.719933333333334,-0.3953730034438774
FirstOrder,LinearRegression,11.657068025736917,2.753941423971712,0.22827315816114535
SecondOrder,Persistence,57.02698200000001,6.2755333333333345,-0.2494229485453976
SecondOrder,LinearRegression,25.406400013913665,4.060894739790123,0.43925814529036245
Seasonal_Weekly,Persistence,139.95308581081082,10.530067567567567,-3.534785500636409
Seasonal_Weekly,LinearRegression,25.533372141657235,4.125444641760792,0.17807000601305367
